id_expedition;id_commande;id_produit;quantité;entrepôt;date_expedition;date_livraison;transporteur;coût_transport;délai_livraison
SHP041668;O049120;P00650;8;Paris;2024-12-18;2024-12-24;UPS;14.74;6
SHP041669;O049121;P00011;2;Lyon;2024-06-01;2024-06-04;FedEx;15.7;3
SHP041670;O049122;P00935;5;Marseille;2024-11-21;2024-11-25;FedEx;18.3;4
SHP041671;O049124;P00345;3;Lyon;2024-12-29;2025-01-03;UPS;12.49;5
SHP041672;O049125;P00873;3;Marseille;2024-12-24;2024-12-26;DHL;14.15;2
SHP041673;O049126;P00732;8;Lyon;2024-12-13;2024-12-17;FedEx;19.38;4
SHP041674;O049128;P00541;5;Paris;2024-12-07;2024-12-10;FedEx;18.27;3
SHP041675;O049129;P00693;2;Paris;2024-10-31;2024-11-02;DHL;12.0;2
SHP041676;O049130;P00594;1;Marseille;2024-01-05;2024-01-07;DHL;10.59;2
SHP041677;O049131;P00631;10;Marseille;2025-01-03;2025-01-07;FedEx;20.4;4
SHP041678;O049132;P00733;10;Lyon;2024-10-25;2024-10-29;FedEx;20.85;4
SHP041679;O049133;P00938;1;Lyon;2024-02-16;2024-02-19;FedEx;13.64;3
SHP041680;O049134;P00516;2;Lyon;2024-09-16;2024-09-22;Chronopost;8.48;6
SHP041681;O049135;P00893;2;Paris;2024-10-19;2024-10-23;FedEx;14.82;4
SHP041682;O049136;P00515;12;Lyon;2024-12-05;2024-12-08;FedEx;21.37;3
SHP041683;O049138;P00037;1;Lyon;2024-12-05;2024-12-07;DHL;11.64;2
SHP041684;O049139;P00571;1;Paris;2024-12-29;2025-01-03;UPS;10.17;5
SHP041685;O049140;P00093;1;Paris;2024-03-06;2024-03-09;FedEx;13.82;3
SHP041686;O049141;P00629;8;Lyon;2024-11-19;2024-11-25;Chronopost;11.84;6
SHP041687;O049142;P00541;10;Marseille;2024-01-09;2024-01-13;FedEx;20.88;4
SHP041688;O049145;P00035;2;Paris;2025-01-02;2025-01-05;FedEx;15.93;3
SHP041689;O049146;P00488;1;Lyon;2024-11-26;2024-11-28;DHL;11.09;2
SHP041690;O049149;P00182;3;Paris;2024-10-07;2024-10-09;DHL;14.69;2
SHP041691;O049151;P00505;1;Paris;2024-12-16;2024-12-18;DHL;11.68;2
SHP041692;O049152;P00963;1;Lyon;2024-12-06;2024-12-12;UPS;9.45;6
SHP041693;O049153;P00093;10;Marseille;2024-09-18;2024-09-20;DHL;17.09;2
SHP041694;O049155;P00510;10;Lyon;2024-10-10;2024-10-16;Chronopost;12.97;6
SHP041695;O049156;P00931;15;Lyon;2024-12-26;2024-12-30;FedEx;21.76;4
SHP041696;O049157;P00411;3;Paris;2024-01-12;2024-01-18;UPS;12.32;6
SHP041697;O049158;P00738;2;Paris;2024-04-12;2024-04-16;UPS;11.06;4
SHP041698;O049159;P00323;8;Paris;2024-02-09;2024-02-11;DHL;16.16;2
SHP041699;O049161;P00170;1;Paris;2024-05-11;2024-05-14;FedEx;13.8;3
SHP041700;O049162;P00059;1;Marseille;2024-10-07;2024-10-10;FedEx;14.43;3
SHP041701;O049163;P00466;2;Lyon;2024-01-08;2024-01-13;UPS;10.79;5
SHP041702;O049164;P00839;15;Paris;2024-12-09;2024-12-11;DHL;17.61;2
SHP041703;O049166;P00348;8;Marseille;2024-09-19;2024-09-24;UPS;14.11;5
SHP041704;O049167;P00881;1;Marseille;2024-04-19;2024-04-22;FedEx;13.34;3
SHP041705;O049168;P00083;1;Paris;2024-11-19;2024-11-21;DHL;10.74;2
SHP041706;O049169;P00016;10;Paris;2024-10-16;2024-10-20;FedEx;20.43;4
SHP041707;O049170;P00080;8;Marseille;2024-12-23;2024-12-28;UPS;14.62;5
SHP041708;O049171;P00762;5;Lyon;2024-12-30;2025-01-05;Chronopost;11.37;6
SHP041709;O049172;P00633;1;Lyon;2024-09-10;2024-09-14;FedEx;13.96;4
SHP041710;O049173;P00923;3;Marseille;2024-04-16;2024-04-21;UPS;12.36;5
SHP041711;O049174;P00387;5;Lyon;2024-02-28;2024-03-03;FedEx;18.03;4
SHP041712;O049175;P00099;12;Lyon;2024-01-06;2024-01-10;FedEx;21.32;4
SHP041713;O049177;P00809;1;Marseille;2024-10-25;2024-10-28;FedEx;13.69;3
SHP041714;O049178;P00158;3;Paris;2024-11-18;2024-11-20;DHL;14.12;2
SHP041715;O049180;P00013;1;Marseille;2024-09-19;2024-09-21;DHL;11.26;2
SHP041716;O049181;P00234;2;Marseille;2024-11-06;2024-11-10;FedEx;16.44;4
SHP041717;O049182;P00510;1;Lyon;2024-01-27;2024-02-03;Chronopost;7.6;7
SHP041718;O049183;P00811;10;Marseille;2024-09-09;2024-09-12;FedEx;20.36;3
SHP041719;O049184;P00462;2;Marseille;2024-10-14;2024-10-21;Chronopost;8.04;7
SHP041720;O049185;P00296;2;Lyon;2024-11-29;2024-12-02;FedEx;16.17;3
SHP041721;O049186;P00035;2;Marseille;2024-10-16;2024-10-19;FedEx;16.08;3
SHP041722;O049189;P00503;10;Lyon;2024-01-21;2024-01-23;DHL;16.93;2
SHP041723;O049190;P00296;8;Marseille;2024-12-29;2025-01-04;Chronopost;12.06;6
SHP041724;O049191;P00755;1;Marseille;2024-04-10;2024-04-13;FedEx;12.58;3
SHP041725;O049192;P00843;1;Marseille;2024-12-17;2024-12-21;FedEx;12.67;4
SHP041726;O049193;P00604;3;Marseille;2024-08-13;2024-08-17;FedEx;17.51;4
SHP041727;O049195;P00976;2;Lyon;2024-10-21;2024-10-27;Chronopost;9.42;6
SHP041728;O049196;P00190;2;Paris;2024-05-05;2024-05-09;FedEx;14.76;4
SHP041729;O049198;P00631;8;Paris;2024-02-12;2024-02-15;FedEx;19.93;3
SHP041730;O049199;P00144;1;Marseille;2024-08-19;2024-08-21;DHL;11.03;2
SHP041731;O049200;P00046;15;Marseille;2024-12-04;2024-12-06;DHL;17.79;2
SHP041732;O049201;P00933;1;Paris;2024-09-16;2024-09-20;FedEx;12.24;4
SHP041733;O049202;P00929;1;Lyon;2024-12-07;2024-12-11;FedEx;13.18;4
SHP041734;O049203;P00449;2;Lyon;2024-12-22;2024-12-24;DHL;12.49;2
SHP041735;O049204;P00906;3;Paris;2024-11-27;2024-11-30;FedEx;17.09;3
SHP041736;O049206;P00413;1;Marseille;2024-10-24;2024-10-26;DHL;11.73;2
SHP041737;O049208;P00553;8;Paris;2024-10-25;2024-10-29;FedEx;19.36;4
SHP041738;O049209;P00809;2;Paris;2024-09-09;2024-09-13;UPS;11.5;4
SHP041739;O049212;P00707;1;Marseille;2024-01-29;2024-01-31;DHL;10.31;2
SHP041740;O049214;P00063;10;Marseille;2024-03-16;2024-03-20;FedEx;20.78;4
SHP041741;O049215;P00831;15;Marseille;2024-10-09;2024-10-14;UPS;15.61;5
SHP041742;O049216;P00577;5;Paris;2024-08-16;2024-08-18;DHL;14.95;2
SHP041743;O049217;P00193;8;Marseille;2024-12-29;2024-12-31;DHL;16.45;2
SHP041744;O049218;P00876;1;Marseille;2024-11-05;2024-11-07;DHL;10.97;2
SHP041745;O049219;P00620;2;Lyon;2024-10-09;2024-10-12;FedEx;14.69;3
SHP041746;O049220;P00751;2;Marseille;2024-11-26;2024-11-29;FedEx;15.25;3
SHP041747;O049222;P00357;15;Lyon;2024-08-11;2024-08-14;FedEx;21.61;3
SHP041748;O049223;P00222;3;Paris;2024-11-30;2024-12-04;FedEx;17.12;4
SHP041749;O049224;P00610;1;Paris;2024-12-22;2024-12-28;UPS;9.05;6
SHP041750;O049225;P00613;2;Marseille;2024-11-24;2024-11-26;DHL;13.04;2
SHP041751;O049227;P00791;1;Paris;2024-12-03;2024-12-06;FedEx;12.08;3
SHP041752;O049228;P00904;1;Lyon;2024-10-04;2024-10-08;UPS;10.66;4
SHP041753;O049230;P00136;3;Paris;2024-05-18;2024-05-23;UPS;12.18;5
SHP041754;O049231;P00188;2;Marseille;2024-10-16;2024-10-20;FedEx;15.23;4
SHP041755;O049232;P00473;1;Marseille;2024-06-06;2024-06-10;UPS;9.23;4
SHP041756;O049233;P00175;1;Paris;2024-03-20;2024-03-27;Chronopost;6.93;7
SHP041757;O049234;P00921;3;Marseille;2024-04-03;2024-04-09;Chronopost;10.41;6
SHP041758;O049236;P00467;5;Paris;2024-02-12;2024-02-14;DHL;15.56;2
SHP041759;O049237;P00558;2;Lyon;2024-12-17;2024-12-21;FedEx;16.05;4
SHP041760;O049238;P00593;8;Lyon;2024-02-26;2024-03-03;UPS;14.12;6
SHP041761;O049239;P00403;1;Paris;2024-01-19;2024-01-21;DHL;11.31;2
SHP041762;O049241;P00843;1;Lyon;2024-12-13;2024-12-17;UPS;9.85;4
SHP041763;O049243;P00035;10;Marseille;2025-01-02;2025-01-07;UPS;14.88;5
SHP041764;O049245;P00301;2;Marseille;2024-01-08;2024-01-14;Chronopost;8.71;6
SHP041765;O049246;P00231;2;Marseille;2024-08-13;2024-08-15;DHL;13.46;2
SHP041766;O049247;P00603;15;Lyon;2024-06-23;2024-06-29;UPS;15.63;6
SHP041767;O049248;P00526;2;Paris;2024-11-30;2024-12-03;FedEx;16.24;3
SHP041768;O049249;P00541;1;Paris;2024-10-28;2024-11-01;UPS;9.02;4
SHP041769;O049250;P00819;12;Lyon;2024-12-14;2024-12-18;FedEx;21.38;4
SHP041770;O049251;P00971;1;Paris;2024-03-31;2024-04-02;DHL;10.11;2
SHP041771;O049252;P00371;5;Marseille;2024-10-18;2024-10-20;DHL;15.3;2
SHP041772;O049253;P00305;2;Marseille;2024-11-16;2024-11-18;DHL;12.58;2
SHP041773;O049254;P00080;3;Marseille;2024-12-17;2024-12-21;FedEx;16.7;4
SHP041774;O049255;P00179;3;Lyon;2024-12-02;2024-12-05;FedEx;17.47;3
SHP041775;O049256;P00612;2;Lyon;2024-01-27;2024-01-31;UPS;11.86;4
SHP041776;O049257;P00175;8;Paris;2024-03-21;2024-03-24;FedEx;19.74;3
SHP041777;O049258;P00924;12;Marseille;2024-03-09;2024-03-13;FedEx;21.31;4
SHP041778;O049259;P00391;1;Lyon;2024-01-20;2024-01-22;DHL;10.69;2
SHP041779;O049260;P00175;8;Lyon;2024-03-28;2024-04-03;Chronopost;12.4;6
SHP041780;O049261;P00759;1;Paris;2024-04-03;2024-04-05;DHL;11.03;2
SHP041781;O049263;P00774;1;Lyon;2024-04-03;2024-04-07;FedEx;12.8;4
SHP041782;O049264;P00712;15;Paris;2024-12-26;2025-01-01;Chronopost;13.65;6
SHP041783;O049265;P00188;3;Lyon;2024-12-19;2024-12-26;Chronopost;9.91;7
SHP041784;O049266;P00449;1;Lyon;2024-03-20;2024-03-24;FedEx;13.53;4
SHP041785;O049267;P00555;3;Lyon;2024-11-21;2024-11-24;FedEx;17.7;3
SHP041786;O049270;P00957;2;Lyon;2024-10-18;2024-10-22;FedEx;14.63;4
SHP041787;O049271;P00811;3;Paris;2024-12-25;2024-12-29;UPS;12.25;4
SHP041788;O049273;P00454;5;Paris;2024-02-27;2024-02-29;DHL;15.0;2
SHP041789;O049274;P00170;10;Paris;2024-12-20;2024-12-22;DHL;16.95;2
SHP041790;O049275;P00222;1;Paris;2024-11-04;2024-11-08;FedEx;12.03;4
SHP041791;O049276;P00966;1;Paris;2024-01-12;2024-01-14;DHL;11.71;2
SHP041792;O049277;P00688;1;Lyon;2024-04-17;2024-04-19;DHL;10.77;2
SHP041793;O049278;P00931;1;Paris;2024-12-24;2024-12-26;DHL;10.78;2
SHP041794;O049279;P00256;15;Lyon;2024-11-25;2024-11-29;UPS;15.62;4
SHP041795;O049280;P00039;12;Marseille;2024-09-23;2024-09-28;UPS;15.55;5
SHP041796;O049281;P00506;8;Paris;2024-11-17;2024-11-19;DHL;15.99;2
SHP041797;O049282;P00009;5;Marseille;2024-12-12;2024-12-16;UPS;13.5;4
SHP041798;O049283;P00355;10;Paris;2024-03-25;2024-03-29;FedEx;20.48;4
SHP041799;O049284;P00948;1;Marseille;2024-09-26;2024-09-30;UPS;9.41;4
SHP041800;O049286;P00152;1;Lyon;2024-02-19;2024-02-23;FedEx;13.19;4
SHP041801;O049287;P00515;2;Paris;2025-01-01;2025-01-06;UPS;11.22;5
SHP041802;O049288;P00024;10;Lyon;2024-02-18;2024-02-20;DHL;16.66;2
SHP041803;O049289;P00336;3;Lyon;2024-02-17;2024-02-19;DHL;13.78;2
SHP041804;O049290;P00256;3;Marseille;2024-01-21;2024-01-25;UPS;12.53;4
SHP041805;O049291;P00128;1;Paris;2024-01-11;2024-01-15;UPS;10.6;4
SHP041806;O049292;P00558;5;Paris;2024-02-08;2024-02-11;FedEx;18.48;3
SHP041807;O049293;P00536;10;Marseille;2024-11-26;2024-11-29;FedEx;20.88;3
SHP041808;O049296;P00403;2;Marseille;2024-12-30;2025-01-05;Chronopost;8.64;6
SHP041809;O049297;P00144;5;Marseille;2024-12-05;2024-12-07;DHL;14.95;2
SHP041810;O049299;P00612;2;Lyon;2024-09-24;2024-09-27;FedEx;15.32;3
SHP041811;O049300;P00830;8;Lyon;2024-01-15;2024-01-21;UPS;14.55;6
SHP041812;O049301;P00604;3;Paris;2024-03-18;2024-03-22;FedEx;16.75;4
SHP041813;O049302;P00490;2;Marseille;2024-05-23;2024-05-29;Chronopost;8.72;6
SHP041814;O049303;P00880;2;Paris;2024-11-13;2024-11-15;DHL;13.36;2
SHP041815;O049304;P00952;1;Marseille;2024-12-08;2024-12-11;FedEx;12.91;3
SHP041816;O049306;P00260;10;Marseille;2024-03-08;2024-03-10;DHL;16.93;2
SHP041817;O049308;P00762;15;Marseille;2024-10-04;2024-10-08;FedEx;21.58;4
SHP041818;O049311;P00509;3;Marseille;2024-03-07;2024-03-09;DHL;13.82;2
SHP041819;O049312;P00460;1;Paris;2024-11-01;2024-11-03;DHL;11.77;2
SHP041820;O049313;P00490;5;Marseille;2024-10-19;2024-10-21;DHL;15.32;2
SHP041821;O049314;P00029;3;Marseille;2024-08-26;2024-08-28;DHL;13.62;2
SHP041822;O049315;P00220;2;Paris;2024-11-15;2024-11-20;UPS;10.77;5
SHP041823;O049317;P00809;1;Paris;2024-08-26;2024-08-29;FedEx;12.38;3
SHP041824;O049319;P00220;10;Lyon;2024-08-12;2024-08-18;UPS;15.23;6
SHP041825;O049320;P00413;8;Marseille;2024-02-03;2024-02-05;DHL;16.37;2
SHP041826;O049323;P00906;10;Lyon;2024-11-26;2024-11-28;DHL;16.63;2
SHP041827;O049324;P00254;2;Paris;2024-08-16;2024-08-21;UPS;12.08;5
SHP041828;O049325;P00336;8;Lyon;2024-10-18;2024-10-20;DHL;16.03;2
SHP041829;O049326;P00693;3;Lyon;2024-10-04;2024-10-07;FedEx;17.81;3
SHP041830;O049329;P00625;2;Marseille;2024-02-20;2024-02-24;UPS;11.62;4
SHP041831;O049330;P00044;10;Paris;2024-11-17;2024-11-23;Chronopost;12.74;6
SHP041832;O049331;P00641;20;Marseille;2024-03-22;2024-03-24;DHL;17.99;2
SHP041833;O049333;P00463;12;Paris;2024-05-07;2024-05-14;Chronopost;13.19;7
SHP041834;O049336;P00357;8;Marseille;2024-11-27;2024-11-30;FedEx;19.76;3
SHP041835;O049337;P00860;8;Marseille;2024-05-04;2024-05-06;DHL;15.98;2
SHP041836;O049339;P00319;5;Paris;2024-03-02;2024-03-06;FedEx;18.5;4
SHP041837;O049340;P00567;10;Paris;2024-11-30;2024-12-02;DHL;16.83;2
SHP041838;O049341;P00503;3;Lyon;2024-12-23;2024-12-25;DHL;13.94;2
SHP041839;O049342;P00118;1;Marseille;2024-12-03;2024-12-05;DHL;11.45;2
SHP041840;O049343;P00691;8;Lyon;2024-12-30;2025-01-03;FedEx;19.68;4
SHP041841;O049344;P00044;12;Marseille;2024-09-05;2024-09-08;FedEx;21.2;3
SHP041842;O049345;P00175;2;Lyon;2024-03-25;2024-03-27;DHL;12.73;2
SHP041843;O049346;P00222;8;Lyon;2024-12-13;2024-12-15;DHL;16.26;2
SHP041844;O049347;P00575;2;Lyon;2024-01-09;2024-01-15;Chronopost;8.19;6
SHP041845;O049348;P00843;15;Lyon;2024-02-25;2024-02-27;DHL;17.54;2
SHP041846;O049349;P00509;5;Lyon;2024-12-29;2025-01-02;FedEx;18.83;4
SHP041847;O049350;P00362;3;Paris;2024-11-04;2024-11-07;FedEx;17.69;3
SHP041848;O049351;P00963;8;Marseille;2024-01-31;2024-02-03;FedEx;19.8;3
SHP041849;O049352;P00834;8;Lyon;2024-12-27;2025-01-02;UPS;14.69;6
SHP041850;O049354;P00387;12;Lyon;2024-02-05;2024-02-09;FedEx;20.92;4
SHP041851;O049355;P00912;12;Paris;2024-08-19;2024-08-21;DHL;17.21;2
SHP041852;O049357;P00881;1;Marseille;2024-09-16;2024-09-20;FedEx;12.53;4
SHP041853;O049358;P00783;1;Paris;2024-12-25;2024-12-31;UPS;9.86;6
SHP041854;O049359;P00135;10;Lyon;2024-02-11;2024-02-15;FedEx;20.26;4
SHP041855;O049360;P00118;15;Lyon;2024-01-17;2024-01-19;DHL;17.57;2
SHP041856;O049361;P00490;2;Marseille;2024-12-16;2024-12-21;UPS;11.15;5
SHP041857;O049362;P00836;1;Marseille;2024-06-25;2024-06-28;FedEx;12.09;3
SHP041858;O049363;P00886;2;Lyon;2024-02-11;2024-02-17;UPS;11.26;6
SHP041859;O049365;P00507;2;Lyon;2024-11-22;2024-11-24;DHL;13.06;2
SHP041860;O049366;P00971;8;Lyon;2024-01-30;2024-02-03;FedEx;19.61;4
SHP041861;O049367;P00873;1;Marseille;2024-01-23;2024-01-28;UPS;9.33;5
SHP041862;O049368;P00810;1;Lyon;2024-12-15;2024-12-17;DHL;11.7;2
SHP041863;O049369;P00783;12;Lyon;2024-10-21;2024-10-25;FedEx;20.94;4
SHP041864;O049371;P00948;1;Marseille;2024-09-17;2024-09-19;DHL;11.24;2
SHP041865;O049372;P00380;8;Paris;2024-03-12;2024-03-14;DHL;16.07;2
SHP041866;O049373;P00478;2;Lyon;2024-11-19;2024-11-21;DHL;12.89;2
SHP041867;O049374;P00810;5;Lyon;2024-04-11;2024-04-15;FedEx;18.63;4
SHP041868;O049375;P00477;1;Marseille;2024-11-05;2024-11-09;FedEx;12.74;4
SHP041869;O049376;P00173;2;Marseille;2024-12-27;2024-12-29;DHL;12.29;2
SHP041870;O049377;P00250;2;Marseille;2024-02-28;2024-03-03;FedEx;16.25;4
SHP041871;O049378;P00473;10;Marseille;2024-05-13;2024-05-19;Chronopost;12.86;6
SHP041872;O049379;P00742;3;Marseille;2024-01-19;2024-01-21;DHL;14.51;2
SHP041873;O049380;P00220;1;Lyon;2024-01-27;2024-01-31;FedEx;12.45;4
SHP041874;O049381;P00983;8;Lyon;2024-12-22;2024-12-28;UPS;14.61;6
SHP041875;O049382;P00341;1;Paris;2024-03-23;2024-03-25;DHL;10.44;2
SHP041876;O049383;P00140;12;Lyon;2024-12-15;2024-12-20;UPS;15.54;5
SHP041877;O049384;P00931;1;Paris;2024-12-02;2024-12-04;DHL;11.69;2
SHP041878;O049385;P00846;3;Lyon;2024-09-16;2024-09-20;FedEx;16.88;4
SHP041879;O049386;P00943;1;Marseille;2024-12-12;2024-12-15;FedEx;12.72;3
SHP041880;O049387;P00110;3;Marseille;2024-05-29;2024-06-02;UPS;12.93;4
SHP041881;O049388;P00374;3;Paris;2025-01-03;2025-01-06;FedEx;16.97;3
SHP041882;O049389;P00143;2;Paris;2024-05-20;2024-05-24;UPS;11.87;4
SHP041883;O049390;P00129;1;Paris;2024-06-05;2024-06-09;FedEx;12.36;4
SHP041884;O049392;P00873;10;Paris;2024-04-20;2024-04-25;UPS;15.15;5
SHP041885;O049393;P00653;8;Marseille;2024-08-28;2024-08-30;DHL;16.42;2
SHP041886;O049394;P00594;5;Paris;2024-09-16;2024-09-22;Chronopost;11.06;6
SHP041887;O049395;P00035;3;Marseille;2024-07-25;2024-07-29;FedEx;17.72;4
SHP041888;O049397;P00603;5;Paris;2024-09-10;2024-09-13;FedEx;18.95;3
SHP041889;O049398;P00767;1;Lyon;2024-03-28;2024-04-03;Chronopost;7.15;6
SHP041890;O049400;P00198;12;Marseille;2024-12-03;2024-12-06;FedEx;21.33;3
SHP041891;O049401;P00503;2;Lyon;2024-09-29;2024-10-02;FedEx;14.85;3
SHP041892;O049402;P00435;5;Paris;2024-11-18;2024-11-25;Chronopost;11.25;7
SHP041893;O049403;P00568;5;Lyon;2024-10-19;2024-10-23;FedEx;18.07;4
SHP041894;O049404;P00780;5;Marseille;2024-02-23;2024-02-25;DHL;15.09;2
SHP041895;O049406;P00234;10;Marseille;2024-12-07;2024-12-10;FedEx;20.79;3
SHP041896;O049407;P00618;2;Lyon;2024-12-20;2024-12-23;FedEx;14.96;3
SHP041897;O049409;P00357;8;Lyon;2024-03-06;2024-03-08;DHL;15.99;2
SHP041898;O049410;P00751;3;Lyon;2024-08-06;2024-08-11;UPS;13.19;5
SHP041899;O049411;P00839;1;Lyon;2024-12-23;2024-12-27;UPS;9.53;4
SHP041900;O049412;P00948;2;Paris;2024-01-26;2024-01-30;FedEx;16.14;4
SHP041901;O049413;P00594;10;Lyon;2024-08-04;2024-08-06;DHL;16.7;2
SHP041902;O049414;P00478;2;Marseille;2024-04-13;2024-04-18;UPS;11.21;5
SHP041903;O049415;P00452;3;Lyon;2024-10-25;2024-10-29;FedEx;16.82;4
SHP041904;O049416;P00252;3;Lyon;2024-11-15;2024-11-21;UPS;12.42;6
SHP041905;O049417;P00516;5;Marseille;2024-12-10;2024-12-14;FedEx;18.18;4
SHP041906;O049418;P00516;10;Marseille;2024-12-26;2024-12-28;DHL;17.07;2
SHP041907;O049419;P00784;1;Paris;2024-03-24;2024-03-27;FedEx;13.74;3
SHP041908;O049420;P00149;3;Paris;2024-12-26;2025-01-01;UPS;12.53;6
SHP041909;O049421;P00658;2;Paris;2024-08-21;2024-08-24;FedEx;16.24;3
SHP041910;O049422;P00986;2;Marseille;2024-12-19;2024-12-26;Chronopost;8.37;7
SHP041911;O049423;P00658;12;Marseille;2024-02-11;2024-02-13;DHL;17.36;2
SHP041912;O049424;P00765;1;Paris;2024-10-19;2024-10-21;DHL;10.07;2
SHP041913;O049425;P00250;1;Paris;2024-12-05;2024-12-11;UPS;9.85;6
SHP041914;O049426;P00330;8;Paris;2024-01-21;2024-01-28;Chronopost;11.87;7
SHP041915;O049427;P00241;2;Marseille;2024-10-09;2024-10-12;FedEx;14.63;3
SHP041916;O049428;P00658;8;Lyon;2024-10-10;2024-10-13;FedEx;19.23;3
SHP041917;O049430;P00344;10;Paris;2024-11-09;2024-11-13;FedEx;20.32;4
SHP041918;O049431;P00706;2;Marseille;2024-09-28;2024-09-30;DHL;12.04;2
SHP041919;O049432;P00046;1;Lyon;2024-09-21;2024-09-28;Chronopost;7.54;7
SHP041920;O049433;P00041;1;Marseille;2024-09-03;2024-09-05;DHL;11.16;2
SHP041921;O049434;P00938;1;Paris;2024-01-28;2024-02-01;FedEx;14.0;4
SHP041922;O049435;P00612;2;Lyon;2024-12-14;2024-12-17;FedEx;14.67;3
SHP041923;O049437;P00012;10;Paris;2024-12-16;2024-12-18;DHL;16.95;2
SHP041924;O049438;P00693;8;Marseille;2024-12-16;2024-12-22;Chronopost;12.16;6
SHP041925;O049439;P00742;1;Marseille;2024-11-29;2024-12-03;FedEx;12.02;4
SHP041926;O049440;P00653;10;Lyon;2024-07-10;2024-07-13;FedEx;20.74;3
SHP041927;O049441;P00418;1;Marseille;2024-11-09;2024-11-12;FedEx;12.79;3
SHP041928;O049443;P00983;5;Lyon;2024-12-26;2024-12-29;FedEx;18.55;3
SHP041929;O049444;P00121;1;Marseille;2024-10-21;2024-10-23;DHL;11.21;2
SHP041930;O049445;P00488;1;Lyon;2024-12-23;2024-12-25;DHL;10.5;2
SHP041931;O049446;P00024;8;Lyon;2024-04-23;2024-04-25;DHL;16.08;2
SHP041932;O049447;P00371;3;Lyon;2024-07-05;2024-07-07;DHL;13.74;2
SHP041933;O049448;P00158;3;Marseille;2024-11-20;2024-11-22;DHL;14.79;2
SHP041934;O049449;P00044;2;Paris;2024-04-28;2024-05-03;UPS;11.98;5
SHP041935;O049450;P00029;1;Marseille;2024-09-07;2024-09-09;DHL;10.54;2
SHP041936;O049451;P00231;8;Lyon;2024-11-12;2024-11-17;UPS;14.18;5
SHP041937;O049452;P00591;10;Lyon;2024-11-22;2024-11-25;FedEx;20.2;3
SHP041938;O049453;P00551;1;Lyon;2024-12-21;2024-12-25;FedEx;12.41;4
SHP041939;O049456;P00707;2;Paris;2025-01-03;2025-01-09;Chronopost;9.01;6
SHP041940;O049457;P00105;3;Marseille;2024-08-08;2024-08-10;DHL;14.46;2
SHP041941;O049458;P00463;5;Paris;2024-04-06;2024-04-08;DHL;14.84;2
SHP041942;O049459;P00296;3;Marseille;2024-01-12;2024-01-14;DHL;14.63;2
SHP041943;O049460;P00957;5;Lyon;2024-10-03;2024-10-06;FedEx;18.93;3
SHP041944;O049461;P00037;15;Lyon;2024-04-08;2024-04-11;FedEx;21.67;3
SHP041945;O049463;P00631;2;Lyon;2024-02-15;2024-02-22;Chronopost;9.12;7
SHP041946;O049464;P00082;3;Lyon;2024-11-13;2024-11-19;UPS;12.9;6
SHP041947;O049465;P00708;5;Lyon;2024-12-24;2024-12-31;Chronopost;11.59;7
SHP041948;O049466;P00874;3;Paris;2024-11-19;2024-11-25;UPS;13.15;6
SHP041949;O049468;P00265;2;Paris;2024-01-21;2024-01-23;DHL;13.09;2
SHP041950;O049470;P00099;5;Paris;2024-02-26;2024-03-02;UPS;13.37;5
SHP041951;O049471;P00839;5;Marseille;2024-12-12;2024-12-16;FedEx;18.5;4
SHP041952;O049472;P00802;3;Paris;2024-01-30;2024-02-03;FedEx;17.85;4
SHP041953;O049474;P00899;1;Lyon;2024-01-21;2024-01-23;DHL;11.64;2
SHP041954;O049475;P00876;3;Marseille;2024-12-22;2024-12-27;UPS;12.54;5
SHP041955;O049476;P00143;10;Marseille;2024-10-28;2024-11-01;FedEx;20.84;4
SHP041956;O049478;P00952;10;Lyon;2024-10-24;2024-10-28;FedEx;20.69;4
SHP041957;O049480;P00158;8;Lyon;2024-10-25;2024-10-29;FedEx;19.51;4
SHP041958;O049482;P00541;5;Marseille;2024-10-03;2024-10-07;FedEx;18.97;4
SHP041959;O049483;P00957;1;Paris;2024-02-20;2024-02-22;DHL;11.23;2
SHP041960;O049484;P00923;3;Paris;2024-11-01;2024-11-03;DHL;13.68;2
SHP041961;O049485;P00149;1;Marseille;2024-08-13;2024-08-15;DHL;10.89;2
SHP041962;O049486;P00202;8;Lyon;2024-12-11;2024-12-17;UPS;14.72;6
SHP041963;O049487;P00498;2;Paris;2024-01-26;2024-02-01;Chronopost;8.33;6
SHP041964;O049488;P00631;8;Lyon;2024-01-04;2024-01-06;DHL;16.13;2
SHP041965;O049489;P00222;8;Paris;2024-09-18;2024-09-21;FedEx;20.15;3
SHP041966;O049490;P00334;12;Paris;2024-02-28;2024-03-02;FedEx;20.92;3
SHP041967;O049491;P00633;8;Lyon;2024-12-05;2024-12-08;FedEx;19.54;3
SHP041968;O049492;P00362;3;Paris;2024-11-08;2024-11-12;FedEx;17.65;4
SHP041969;O049493;P00009;3;Paris;2024-06-05;2024-06-10;UPS;13.19;5
SHP041970;O049494;P00756;2;Lyon;2024-09-18;2024-09-20;DHL;12.56;2
SHP041971;O049495;P00037;1;Paris;2025-01-04;2025-01-11;Chronopost;7.42;7
SHP041972;O049496;P00918;1;Lyon;2024-06-25;2024-06-29;FedEx;13.31;4
SHP041973;O049498;P00791;1;Marseille;2024-12-18;2024-12-23;UPS;10.27;5
SHP041974;O049499;P00502;12;Paris;2024-02-28;2024-03-05;UPS;15.54;6
