id_achat;date_achat;id_produit;quantité;id_fournisseur;prix_unitaire;délai_livraison_jours
PO008607;11/01/2024;P00374;300;S028;155.77;6
PO008608;09/05/2024;P00754;100;S029;98.08;7
PO008609;30/08/2024;P00765;10;S048;43.39;5
PO008610;05/07/2024;P00076;200;S028;236.63;10
PO008611;29/12/2024;P00042;300;S008;123.57;14
PO008612;17/06/2024;P00218;150;S012;298.4;9
PO008613;11/07/2024;P00453;50;S005;273.55;6
PO008614;25/09/2024;P00914;500;S002;109.61;9
PO008615;21/02/2024;P00604;25;S028;220.24;4
PO008616;16/04/2024;P00405;75;S028;188.83;9
PO008617;05/11/2024;P00146;25;S008;94.77;12
PO008618;08/02/2024;P00060;50;S029;129.45;11
PO008619;13/03/2024;P00595;300;S048;274.51;12
PO008620;17/06/2024;P00600;150;S008;144.05;13
PO008621;13/10/2024;P00434;150;S028;272.43;13
PO008622;21/04/2024;P00843;50;S002;101.61;2
PO008623;16/09/2024;P00438;300;S008;131.53;8
PO008624;24/10/2024;P00417;50;S002;229.16;3
PO008625;21/03/2024;P00193;10;S037;268.36;8
PO008626;24/10/2024;P00607;100;S029;128.76;3
PO008627;22/08/2024;P00200;50;S028;242.41;7
PO008628;23/04/2024;P00078;25;S008;279.94;14
PO008629;10/12/2024;P00880;300;S046;98.1;6
PO008630;30/08/2024;P00726;100;S028;157.64;5
PO008631;02/12/2024;P00846;300;S010;82.92;12
PO008632;24/01/2024;P00855;75;S008;13.85;2
PO008633;04/08/2024;P00912;10;S007;211.92;11
PO008634;10/12/2024;P00709;10;S028;230.35;2
PO008635;22/06/2024;P00657;200;S031;149.04;10
PO008636;26/08/2024;P00607;10;S008;37.95;6
PO008637;07/11/2024;P00494;100;S028;192.02;2
PO008638;10/05/2024;P00130;50;S008;224.69;2
PO008639;04/02/2024;P00787;100;S029;144.87;8
PO008640;21/03/2024;P00774;50;S028;175.64;14
PO008641;15/09/2024;P00876;10;S012;141.97;3
PO008642;09/01/2024;P00622;100;S028;144.11;6
PO008643;26/04/2024;P00697;50;S008;89.48;5
PO008644;04/03/2024;P00807;75;S010;238.02;14
PO008645;09/06/2024;P00589;150;S029;85.2;2
PO008646;29/08/2024;P00703;100;S047;179.19;8
PO008647;07/08/2024;P00288;50;S028;30.99;11
PO008648;15/04/2024;P00050;100;S044;261.12;8
PO008649;13/12/2024;P00546;300;S008;224.54;10
PO008650;29/01/2024;P00678;100;S028;151.89;10
PO008651;29/09/2024;P00519;100;S029;199.51;7
PO008652;18/10/2024;P00485;200;S028;254.91;7
PO008653;21/11/2024;P00655;150;S029;266.93;14
PO008654;11/07/2024;P00795;50;S028;180.44;14
PO008655;18/07/2024;P00546;500;S010;165.29;7
PO008656;14/07/2024;P00051;10;S029;274.73;7
PO008657;27/05/2024;P00963;500;S028;279.09;11
PO008658;13/04/2024;P00601;25;S029;145.87;3
PO008659;13/09/2024;P00266;50;S028;115.75;9
PO008660;21/08/2024;P00181;200;S027;293.18;4
PO008661;08/02/2024;P00369;25;S048;83.62;9
PO008662;20/11/2024;P00838;25;S008;16.25;2
PO008663;05/12/2024;P00121;100;S010;204.53;14
PO008664;17/05/2024;P00141;100;S010;152.97;5
PO008665;05/12/2024;P00264;10;S047;152.67;11
PO008666;08/07/2024;P00299;75;S029;51.36;14
PO008667;14/12/2024;P00156;75;S008;163.99;4
PO008668;30/12/2024;P00694;50;S012;13.0;12
PO008669;23/09/2024;P00051;75;S008;206.81;12
PO008670;04/09/2024;P00822;25;S012;44.9;8
PO008671;31/03/2024;P00187;50;S012;283.52;9
PO008672;30/06/2024;P00105;100;S028;208.96;13
PO008673;12/04/2024;P00436;200;S029;54.48;12
PO008674;08/01/2024;P00927;75;S012;275.33;2
PO008675;08/02/2024;P00623;10;S048;127.96;13
PO008676;15/12/2024;P00873;100;S010;137.08;3
PO008677;03/11/2024;P00040;200;S008;73.07;10
PO008678;08/02/2024;P00653;75;S008;286.39;9
PO008679;20/03/2024;P00063;75;S048;260.82;11
PO008680;23/12/2024;P00294;500;S008;117.56;2
PO008681;26/04/2024;P00790;100;S029;55.69;14
PO008682;28/05/2024;P00282;150;S012;255.47;14
PO008683;28/10/2024;P00102;100;S048;285.83;13
PO008684;28/02/2024;P00926;25;S012;214.5;11
PO008685;13/02/2024;P00620;50;S012;50.99;4
PO008686;13/06/2024;P00266;100;S008;141.14;9
PO008687;10/10/2024;P00073;75;S039;17.27;11
PO008688;21/06/2024;P00102;50;S008;127.86;13
PO008689;30/12/2024;P00947;10;S012;272.87;7
PO008690;19/05/2024;P00741;200;S029;297.27;7
PO008691;21/12/2024;P00377;200;S014;202.36;7
PO008692;03/12/2024;P00903;75;S046;70.96;7
PO008693;11/09/2024;P00778;100;S028;39.59;7
PO008694;05/09/2024;P00651;25;S048;119.6;11
PO008695;05/10/2024;P00477;75;S029;210.53;13
PO008696;18/12/2024;P00033;50;S028;264.96;6
PO008697;25/06/2024;P00131;100;S029;117.37;10
PO008698;29/03/2024;P00256;75;S028;25.22;3
PO008699;22/07/2024;P00477;75;S019;154.86;2
PO008700;20/09/2024;P00270;50;S002;206.75;6
PO008701;13/12/2024;P00537;10;S012;209.3;9
PO008702;28/08/2024;P00460;200;S040;37.66;8
PO008703;13/05/2024;P00700;10;S028;289.01;13
PO008704;21/04/2024;P00342;50;S028;264.79;14
PO008705;23/08/2024;P00780;50;S028;95.69;8
PO008706;16/11/2024;P00866;50;S046;189.84;6
PO008707;06/01/2024;P00328;75;S029;198.34;10
PO008708;05/06/2024;P00175;75;S004;25.51;8
PO008709;23/05/2024;P00592;50;S029;205.53;9
PO008710;28/03/2024;P00789;10;S008;109.09;11
PO008711;09/05/2024;P00472;25;S010;180.06;11
PO008712;23/11/2024;P00752;75;S028;126.37;6
PO008713;03/08/2024;P00475;150;S012;194.26;12
PO008714;20/08/2024;P00510;25;S046;227.92;9
PO008715;02/01/2024;P00131;100;S029;293.57;11
PO008716;23/04/2024;P00667;150;S028;76.45;14
PO008717;31/10/2024;P00935;50;S010;283.45;9
PO008718;18/10/2024;P00060;100;S042;249.34;8
PO008719;03/06/2024;P00405;100;S029;109.67;4
PO008720;20/09/2024;P00871;100;S008;172.96;7
PO008721;26/01/2024;P00383;200;S012;173.45;14
PO008722;20/01/2024;P00154;50;S001;96.78;10
PO008723;05/05/2024;P00657;25;S002;10.15;6
PO008724;06/09/2024;P00031;75;S008;120.39;12
PO008725;15/05/2024;P00646;10;S002;294.54;14
PO008726;01/07/2024;P00067;50;S050;248.39;5
PO008727;10/08/2024;P00276;200;S010;298.37;8
PO008728;09/01/2024;P00271;75;S008;106.7;7
PO008729;25/01/2024;P00694;50;S008;277.81;7
PO008730;10/04/2024;P00401;50;S029;199.32;10
PO008731;16/01/2024;P00936;50;S029;190.68;5
PO008732;13/09/2024;P00881;25;S010;91.24;3
PO008733;01/06/2024;P00682;150;S028;51.62;12
PO008734;09/12/2024;P00362;500;S048;273.76;13
PO008735;06/05/2024;P00398;75;S028;208.39;8
PO008736;29/05/2024;P00333;10;S012;288.85;9
PO008737;05/10/2024;P00649;150;S029;126.18;2
PO008738;06/06/2024;P00570;200;S048;222.6;13
PO008739;21/04/2024;P00987;300;S028;148.2;11
PO008740;13/04/2024;P00369;100;S046;275.79;9
PO008741;18/03/2024;P00776;75;S028;110.43;7
PO008742;09/02/2024;P00582;100;S008;54.54;9
PO008743;08/12/2024;P00395;10;S028;200.93;8
PO008744;28/10/2024;P00051;100;S012;104.08;7
PO008745;25/09/2024;P00034;100;S029;153.98;3
PO008746;19/05/2024;P00627;100;S038;127.71;9
PO008747;31/07/2024;P00946;75;S031;116.28;2
PO008748;19/11/2024;P00195;100;S029;58.22;9
PO008749;20/04/2024;P00490;100;S029;212.03;11
PO008750;16/09/2024;P00778;25;S002;206.68;2
PO008751;03/02/2024;P00099;200;S028;10.89;2
PO008752;12/06/2024;P00074;100;S010;262.89;13
PO008753;26/10/2024;P00266;100;S030;258.82;5
PO008754;24/07/2024;P00011;50;S008;148.92;9
PO008755;06/07/2024;P00152;200;S008;158.12;11
PO008756;16/03/2024;P00829;75;S008;110.14;6
PO008757;19/01/2024;P00136;100;S015;124.09;7
PO008758;22/02/2024;P00946;300;S008;57.65;13
PO008759;29/10/2024;P00019;200;S008;90.09;14
PO008760;10/04/2024;P00653;100;S008;112.29;13
PO008761;25/04/2024;P00543;25;S029;197.1;4
PO008762;09/06/2024;P00094;300;S048;24.56;9
PO008763;07/03/2024;P00156;500;S008;50.27;6
PO008764;16/04/2024;P00314;25;S029;94.57;10
PO008765;09/07/2024;P00902;75;S008;167.21;5
PO008766;23/01/2024;P00657;75;S029;119.14;12
PO008767;17/12/2024;P00896;10;S014;223.05;11
PO008768;02/09/2024;P00230;25;S012;110.98;4
PO008769;04/09/2024;P00548;75;S008;157.43;2
PO008770;07/12/2024;P00082;300;S028;284.99;14
PO008771;31/07/2024;P00892;10;S008;14.16;10
PO008772;31/03/2024;P00078;200;S008;126.07;12
PO008773;18/05/2024;P00459;200;S029;28.45;14
PO008774;12/11/2024;P00864;200;S028;69.67;3
PO008775;15/12/2024;P00622;50;S029;50.87;7
PO008776;09/03/2024;P00366;75;S008;65.4;4
PO008777;13/12/2024;P00996;50;S043;91.44;8
PO008778;10/01/2024;P00505;300;S008;61.05;12
PO008779;14/02/2024;P00959;75;S008;10.23;5
PO008780;01/09/2024;P00149;10;S029;239.92;8
PO008781;18/09/2024;P00862;50;S027;229.09;7
PO008782;18/09/2024;P00743;75;S028;129.48;8
PO008783;10/08/2024;P00035;300;S002;234.48;13
PO008784;22/08/2024;P00457;75;S008;291.38;7
PO008785;14/09/2024;P00260;100;S010;169.99;11
PO008786;09/03/2024;P00959;10;S037;234.22;11
PO008787;23/10/2024;P00358;200;S029;190.82;7
PO008788;17/03/2024;P00843;75;S029;135.45;12
PO008789;23/10/2024;P00962;300;S038;198.1;9
PO008790;09/09/2024;P00383;50;S045;201.91;8
PO008791;08/01/2024;P00016;100;S021;201.25;9
PO008792;18/01/2024;P00226;75;S028;285.31;10
PO008793;20/08/2024;P00165;25;S039;84.04;13
PO008794;04/03/2024;P00949;50;S006;78.84;12
PO008795;31/10/2024;P00473;10;S029;28.63;6
PO008796;26/12/2024;P00484;50;S028;92.35;13
PO008797;07/11/2024;P00259;100;S028;255.87;13
PO008798;09/02/2024;P00928;25;S023;149.69;11
PO008799;06/12/2024;P00019;75;S029;244.72;2
PO008800;29/12/2024;P00744;75;S048;65.81;14
PO008801;25/06/2024;P00066;75;S008;214.1;4
PO008802;26/09/2024;P00543;25;S029;174.56;13
PO008803;05/03/2024;P00384;75;S029;215.18;12
PO008804;08/08/2024;P00532;50;S028;129.69;6
PO008805;09/09/2024;P00345;50;S028;208.47;3
PO008806;31/05/2024;P00059;75;S010;44.11;8
PO008807;08/02/2024;P00208;25;S028;297.69;11
PO008808;11/07/2024;P00258;200;S008;177.88;7
PO008809;19/05/2024;P00129;300;S048;288.04;5
PO008810;20/04/2024;P00715;100;S008;261.98;10
PO008811;18/07/2024;P00406;50;S004;92.7;13
PO008812;21/04/2024;P00505;100;S028;215.37;13
PO008813;20/10/2024;P00263;100;S012;121.38;4
PO008814;15/04/2024;P00454;50;S008;129.02;2
PO008815;11/09/2024;P00240;50;S046;188.28;2
PO008816;08/04/2024;P00022;25;S008;98.64;7
PO008817;10/02/2024;P00412;25;S008;129.45;13
PO008818;22/12/2024;P00297;100;S002;62.5;12
PO008819;24/10/2024;P00438;200;S008;51.54;6
PO008820;04/06/2024;P00644;50;S008;205.75;9
PO008821;11/02/2024;P00731;25;S008;122.27;3
PO008822;09/05/2024;P00311;10;S008;292.12;10
PO008823;24/12/2024;P00481;50;S008;28.84;11
PO008824;15/04/2024;P00943;25;S008;81.39;10
PO008825;30/09/2024;P00303;50;S008;68.09;8
PO008826;01/11/2024;P00109;25;S028;153.6;12
PO008827;02/10/2024;P00981;100;S029;66.93;10
PO008828;30/07/2024;P00245;100;S002;187.83;5
PO008829;31/03/2024;P00579;200;S008;253.18;3
PO008830;22/08/2024;P00585;100;S017;27.92;10
PO008831;10/09/2024;P00349;25;S046;245.64;14
PO008832;07/01/2024;P00712;150;S008;217.27;9
PO008833;17/06/2024;P00200;25;S029;10.34;9
PO008834;08/01/2024;P00572;75;S012;117.82;13
PO008835;25/09/2024;P00480;10;S046;178.89;9
PO008836;29/11/2024;P00393;10;S027;39.98;8
PO008837;26/05/2024;P00100;75;S028;224.72;13
PO008838;30/04/2024;P00514;25;S019;118.34;4
PO008839;22/05/2024;P00112;50;S043;14.05;9
PO008840;16/06/2024;P00248;50;S029;214.96;9
PO008841;06/12/2024;P00451;150;S008;206.73;4
PO008842;03/03/2024;P00939;50;S029;79.3;7
PO008843;21/07/2024;P00563;75;S029;51.19;2
PO008844;18/04/2024;P00130;150;S046;35.93;4
PO008845;08/02/2024;P00317;25;S041;84.81;13
PO008846;28/07/2024;P00146;150;S046;34.31;13
PO008847;16/10/2024;P00991;150;S029;244.19;10
PO008848;03/08/2024;P00327;500;S012;122.11;11
PO008849;10/08/2024;P00891;50;S048;166.88;7
PO008850;07/06/2024;P00833;50;S048;98.56;3
PO008851;28/01/2024;P00698;100;S017;256.07;7
PO008852;04/03/2024;P00904;10;S029;23.21;8
PO008853;16/11/2024;P00718;10;S008;51.46;12
PO008854;28/05/2024;P00041;50;S016;224.79;11
PO008855;09/06/2024;P00673;100;S018;133.09;6
PO008856;11/04/2024;P00134;25;S008;214.92;7
PO008857;24/04/2024;P00185;100;S012;243.56;8
PO008858;09/02/2024;P00064;50;S046;166.52;6
PO008859;28/12/2024;P00064;100;S008;223.79;5
PO008860;07/07/2024;P00090;75;S028;91.23;5
PO008861;25/01/2024;P00997;25;S048;266.29;14
PO008862;18/03/2024;P00378;25;S012;109.45;10
PO008863;23/11/2024;P00198;25;S002;113.55;10
PO008864;07/12/2024;P00468;25;S043;60.59;11
PO008865;29/12/2024;P00719;75;S008;146.06;7
PO008866;04/04/2024;P00617;300;S017;197.99;2
PO008867;12/07/2024;P00089;100;S028;189.41;2
PO008868;01/02/2024;P00451;150;S008;129.56;3
PO008869;14/05/2024;P00630;500;S029;147.66;12
PO008870;23/09/2024;P00691;75;S036;75.35;7
PO008871;09/10/2024;P00680;25;S012;48.02;9
PO008872;16/01/2024;P00482;300;S028;49.14;12
PO008873;27/09/2024;P00080;100;S028;48.24;5
PO008874;20/06/2024;P00765;300;S029;226.69;7
PO008875;04/02/2024;P00622;100;S010;263.46;7
PO008876;01/11/2024;P00676;150;S029;109.84;8
PO008877;24/09/2024;P00029;200;S028;203.76;2
PO008878;07/11/2024;P00912;150;S012;211.71;4
PO008879;01/06/2024;P00231;75;S005;154.36;7
PO008880;21/09/2024;P00101;75;S046;96.28;14
PO008881;30/01/2024;P00743;150;S048;95.38;2
PO008882;20/08/2024;P00909;150;S008;95.14;2
PO008883;23/04/2024;P00713;50;S029;102.1;2
PO008884;23/03/2024;P00740;75;S028;80.64;8
PO008885;24/09/2024;P00448;100;S010;280.8;14
PO008886;30/08/2024;P00213;10;S002;102.22;6
PO008887;18/11/2024;P00323;25;S008;60.16;12
PO008888;17/08/2024;P00909;50;S028;77.14;4
PO008889;10/02/2024;P00672;200;S028;110.41;7
PO008890;04/08/2024;P00647;50;S029;25.53;9
PO008891;21/07/2024;P00645;75;S028;53.99;4
PO008892;14/08/2024;P00144;150;S010;37.39;12
PO008893;06/06/2024;P00018;50;S029;25.33;8
PO008894;24/02/2024;P00321;25;S012;74.0;6
PO008895;06/06/2024;P00081;300;S007;36.98;14
PO008896;02/02/2024;P00293;100;S029;129.22;5
PO008897;22/10/2024;P00264;25;S028;261.37;6
PO008898;03/09/2024;P00598;150;S021;117.92;13
PO008899;18/09/2024;P00438;150;S010;116.91;7
PO008900;08/05/2024;P00896;150;S028;280.08;12
PO008901;15/01/2024;P00779;50;S008;100.83;9
PO008902;18/09/2024;P00872;50;S008;230.45;8
PO008903;21/12/2024;P00581;100;S028;36.65;8
PO008904;31/07/2024;P00898;50;S029;37.91;3
PO008905;12/10/2024;P00275;10;S008;160.23;12
PO008906;16/06/2024;P00966;25;S008;253.57;12
PO008907;29/05/2024;P00696;75;S029;68.94;7
PO008908;02/11/2024;P00413;50;S008;200.44;9
PO008909;09/09/2024;P00814;10;S028;97.32;9
PO008910;28/11/2024;P00406;150;S028;67.64;3
PO008911;09/05/2024;P00755;50;S008;77.49;3
PO008912;20/05/2024;P00310;50;S018;155.62;12
PO008913;22/02/2024;P00477;100;S008;82.12;6
PO008914;06/08/2024;P00501;75;S008;189.33;5
PO008915;08/07/2024;P00022;100;S017;171.95;3
PO008916;13/06/2024;P00874;10;S029;198.64;3
PO008917;20/04/2024;P00805;10;S007;129.26;6
PO008918;07/02/2024;P00161;75;S029;61.62;13
PO008919;31/07/2024;P00994;500;S028;243.17;12
PO008920;03/01/2024;P00003;50;S028;293.78;3
PO008921;18/09/2024;P00625;100;S012;135.66;14
PO008922;12/06/2024;P00354;25;S008;94.68;8
PO008923;14/11/2024;P00321;50;S012;94.63;3
PO008924;20/02/2024;P00864;10;S029;262.6;4
PO008925;07/12/2024;P00120;200;S008;47.93;4
PO008926;26/12/2024;P00725;50;S002;294.3;6
PO008927;28/04/2024;P00570;25;S012;289.82;8
PO008928;01/06/2024;P00392;100;S029;207.93;5
PO008929;17/12/2024;P00670;25;S029;294.37;11
PO008930;22/03/2024;P00761;25;S029;195.88;7
PO008931;19/11/2024;P00529;25;S008;49.76;6
PO008932;24/06/2024;P00346;300;S008;79.63;4
PO008933;18/02/2024;P00253;25;S028;128.59;4
PO008934;11/04/2024;P00079;500;S028;167.28;10
PO008935;26/12/2024;P00863;25;S028;40.09;6
PO008936;22/08/2024;P00004;10;S029;227.95;5
PO008937;29/11/2024;P00598;200;S028;36.67;6
PO008938;06/06/2024;P00894;75;S029;13.0;12
PO008939;02/02/2024;P00885;50;S008;166.35;14
PO008940;23/11/2024;P00790;75;S028;150.17;9
PO008941;17/07/2024;P00832;50;S005;229.72;2
PO008942;05/05/2024;P00973;100;S008;206.6;12
PO008943;02/07/2024;P00458;100;S005;209.86;5
PO008944;05/05/2024;P00125;10;S028;207.06;5
PO008945;15/04/2024;P00786;200;S034;113.79;5
PO008946;18/09/2024;P00661;75;S029;213.04;8
PO008947;22/11/2024;P00742;25;S008;93.65;5
PO008948;10/06/2024;P00127;50;S042;151.49;12
PO008949;10/01/2024;P00549;200;S046;259.34;9
PO008950;06/05/2024;P00483;50;S028;173.78;12
PO008951;30/03/2024;P00286;75;S028;188.48;13
PO008952;18/02/2024;P00795;300;S028;73.91;5
PO008953;26/05/2024;P00744;100;S008;76.83;13
PO008954;19/06/2024;P00422;100;S048;16.6;4
PO008955;14/02/2024;P00797;25;S008;238.45;9
PO008956;05/02/2024;P00279;100;S029;171.95;5
PO008957;05/10/2024;P00542;50;S046;54.9;10
PO008958;03/09/2024;P00099;200;S028;182.85;8
PO008959;09/05/2024;P00134;25;S012;57.42;13
PO008960;17/09/2024;P00721;50;S031;201.25;14
PO008961;06/09/2024;P00066;10;S003;124.69;14
PO008962;24/07/2024;P00886;50;S008;114.67;2
PO008963;18/04/2024;P00792;25;S034;168.9;2
PO008964;25/05/2024;P00660;150;S012;282.98;13
PO008965;31/08/2024;P00921;300;S002;278.96;4
PO008966;26/08/2024;P00577;100;S002;166.25;6
PO008967;09/07/2024;P00136;25;S010;166.89;10
PO008968;18/12/2024;P00791;50;S010;242.08;11
PO008969;28/11/2024;P00983;300;S002;166.79;6
PO008970;03/10/2024;P00390;25;S028;85.32;7
PO008971;03/06/2024;P00180;75;S008;252.62;5
PO008972;24/09/2024;P00482;50;S008;30.85;10
PO008973;03/11/2024;P00116;500;S002;209.54;11
PO008974;11/05/2024;P00429;50;S008;139.42;14
PO008975;19/02/2024;P00362;10;S029;26.01;11
PO008976;05/09/2024;P00795;100;S048;83.17;5
PO008977;29/03/2024;P00527;50;S028;240.08;11
PO008978;17/08/2024;P00773;100;S029;182.91;10
PO008979;11/07/2024;P00835;25;S008;139.11;9
PO008980;12/07/2024;P00966;75;S048;238.79;6
PO008981;17/08/2024;P00813;50;S028;86.22;7
PO008982;28/04/2024;P00275;75;S028;85.3;2
PO008983;15/06/2024;P00989;200;S028;169.1;11
PO008984;28/07/2024;P00421;500;S029;205.13;6
PO008985;29/04/2024;P00290;150;S028;132.83;8
PO008986;18/07/2024;P00738;150;S008;58.33;8
PO008987;04/08/2024;P00644;75;S029;87.5;9
PO008988;07/02/2024;P00830;10;S028;174.44;3
PO008989;09/12/2024;P00193;100;S002;229.55;5
PO008990;17/08/2024;P00993;25;S028;140.58;11
PO008991;12/02/2024;P00549;25;S019;67.38;9
PO008992;03/11/2024;P00715;100;S046;26.63;5
PO008993;07/04/2024;P00598;100;S029;64.17;12
PO008994;04/11/2024;P00328;50;S008;21.6;10
PO008995;09/07/2024;P00776;150;S012;248.69;14
PO008996;20/08/2024;P00088;300;S046;138.56;11
PO008997;01/03/2024;P00501;75;S008;24.72;14
PO008998;01/01/2024;P00071;100;S008;228.21;4
PO008999;26/09/2024;P00173;50;S048;208.72;4
PO009000;09/06/2024;P00256;500;S029;155.03;9
PO009001;04/12/2024;P00898;50;S028;229.92;6
PO009002;18/02/2024;P00685;200;S008;298.11;5
PO009003;15/11/2024;P00051;300;S012;81.0;4
PO009004;15/09/2024;P00154;100;S046;148.36;5
PO009005;04/09/2024;P00289;150;S046;31.18;13
PO009006;08/10/2024;P00253;75;S044;18.99;11
PO009007;13/10/2024;P00797;200;S028;52.94;10
PO009008;01/01/2024;P00725;100;S046;218.65;2
PO009009;16/11/2024;P00736;50;S003;166.46;4
PO009010;26/08/2024;P00003;10;S028;205.56;8
PO009011;11/12/2024;P00973;75;S029;119.94;12
PO009012;11/08/2024;P00049;150;S012;39.9;11
PO009013;15/06/2024;P00234;200;S008;282.84;10
PO009014;18/08/2024;P00458;150;S010;295.96;7
PO009015;18/07/2024;P00283;25;S008;171.66;8
PO009016;02/10/2024;P00256;50;S028;186.66;12
PO009017;20/06/2024;P00774;100;S023;56.5;6
PO009018;17/12/2024;P00324;100;S029;71.17;3
PO009019;14/09/2024;P00346;50;S048;298.19;13
PO009020;19/01/2024;P00789;100;S029;219.37;14
PO009021;25/12/2024;P00857;75;S029;152.62;9
PO009022;18/03/2024;P00209;75;S008;32.52;2
PO009023;24/12/2024;P00433;100;S031;201.48;7
PO009024;25/02/2024;P00595;100;S015;102.34;4
PO009025;15/04/2024;P00629;25;S029;29.35;6
PO009026;30/12/2024;P00417;200;S008;70.35;2
PO009027;22/02/2024;P00754;25;S028;201.02;2
PO009028;15/08/2024;P00037;100;S008;233.71;4
PO009029;03/07/2024;P00897;25;S028;87.75;13
PO009030;18/09/2024;P00472;100;S010;137.13;4
PO009031;23/03/2024;P00862;200;S012;251.02;13
PO009032;01/03/2024;P00032;10;S029;290.04;3
PO009033;14/06/2024;P00450;500;S029;215.41;4
PO009034;29/11/2024;P00449;10;S008;162.85;4
PO009035;27/01/2024;P00495;10;S029;164.94;13
PO009036;05/03/2024;P00903;200;S002;213.97;4
PO009037;28/02/2024;P00369;100;S008;47.19;6
PO009038;30/07/2024;P00698;25;S008;209.63;9
PO009039;30/11/2024;P00017;300;S016;216.64;8
PO009040;20/10/2024;P00422;100;S012;298.04;14
PO009041;04/03/2024;P00785;25;S028;48.96;5
PO009042;13/09/2024;P00072;200;S029;207.14;4
PO009043;15/03/2024;P00580;75;S008;86.96;10
PO009044;27/01/2024;P00826;50;S030;82.7;4
PO009045;20/11/2024;P00875;150;S028;161.07;5
PO009046;30/05/2024;P00079;100;S029;102.03;7
PO009047;18/08/2024;P00416;100;S028;133.02;11
PO009048;20/08/2024;P00951;200;S010;69.24;13
PO009049;11/03/2024;P00689;200;S012;59.71;4
PO009050;27/09/2024;P00581;25;S020;202.73;7
PO009051;12/12/2024;P00897;200;S029;256.53;9
PO009052;12/09/2024;P00308;50;S028;175.2;14
PO009053;22/05/2024;P00411;50;S039;199.84;12
PO009054;10/12/2024;P00027;500;S008;23.02;4
PO009055;28/09/2024;P00835;150;S028;13.38;14
PO009056;29/05/2024;P00277;50;S029;206.4;7
PO009057;24/07/2024;P00051;100;S025;196.74;8
PO009058;02/11/2024;P00230;75;S031;240.89;6
PO009059;30/10/2024;P00607;25;S012;245.69;10
PO009060;08/01/2024;P00834;200;S028;191.85;11
PO009061;03/05/2024;P00193;150;S028;139.3;11
PO009062;24/01/2024;P00604;150;S008;163.05;14
PO009063;17/03/2024;P00462;75;S029;275.41;13
PO009064;14/11/2024;P00890;25;S008;50.98;2
PO009065;21/05/2024;P00759;200;S028;172.55;3
PO009066;27/07/2024;P00230;50;S028;124.58;12
PO009067;19/08/2024;P00251;10;S028;100.62;4
PO009068;05/03/2024;P00529;500;S008;197.68;4
PO009069;31/05/2024;P00207;200;S048;102.28;6
PO009070;23/03/2024;P00788;100;S008;111.31;8
PO009071;02/01/2024;P00955;10;S008;166.84;2
PO009072;29/01/2024;P00553;25;S028;65.46;6
PO009073;14/02/2024;P00591;75;S028;216.87;6
PO009074;12/06/2024;P00529;100;S029;110.37;14
PO009075;30/12/2024;P00941;100;S022;218.68;8
PO009076;18/10/2024;P00469;150;S028;146.75;13
PO009077;31/01/2024;P00668;75;S043;243.73;8
PO009078;14/07/2024;P00786;100;S028;84.32;9
PO009079;10/03/2024;P00885;150;S008;273.56;8
PO009080;14/02/2024;P00471;100;S003;283.31;11
PO009081;06/01/2024;P00703;300;S029;145.58;9
PO009082;29/01/2024;P00207;200;S028;282.81;12
PO009083;25/11/2024;P00718;25;S002;181.4;6
PO009084;14/08/2024;P00417;300;S008;275.42;2
PO009085;11/01/2024;P00197;25;S039;155.02;10
PO009086;11/02/2024;P00992;500;S008;187.23;9
PO009087;09/09/2024;P00154;100;S017;149.27;6
PO009088;11/11/2024;P00258;100;S029;124.96;3
PO009089;14/02/2024;P00570;50;S005;172.81;7
PO009090;18/08/2024;P00108;25;S029;276.88;5
PO009091;16/10/2024;P00768;25;S035;180.15;8
PO009092;04/11/2024;P00071;200;S010;247.38;13
PO009093;19/04/2024;P00826;50;S029;131.52;8
PO009094;24/07/2024;P00130;75;S028;219.88;9
PO009095;29/07/2024;P00147;300;S046;212.54;12
PO009096;16/06/2024;P00639;50;S028;286.34;5
PO009097;19/06/2024;P00963;150;S002;161.8;3
PO009098;25/11/2024;P00015;75;S008;155.12;8
PO009099;06/10/2024;P00491;25;S047;103.58;6
PO009100;17/02/2024;P00165;200;S028;200.55;4
PO009101;26/12/2024;P00350;100;S046;201.32;9
PO009102;22/12/2024;P00225;10;S028;285.0;4
PO009103;26/12/2024;P00470;75;S008;129.02;6
PO009104;02/06/2024;P00488;200;S008;95.7;14
PO009105;21/10/2024;P00884;10;S028;237.49;7
PO009106;04/05/2024;P00464;50;S002;250.55;5
PO009107;04/04/2024;P00921;150;S008;53.91;8
PO009108;26/09/2024;P00028;200;S033;126.85;14
PO009109;10/02/2024;P00701;150;S012;227.07;11
PO009110;05/12/2024;P00759;50;S001;299.19;14
PO009111;18/11/2024;P00725;75;S028;240.64;14
PO009112;02/10/2024;P00762;100;S028;286.31;10
PO009113;06/02/2024;P00517;25;S012;37.4;3
PO009114;26/05/2024;P00472;75;S005;212.87;3
PO009115;15/11/2024;P00694;100;S029;284.91;4
PO009116;14/12/2024;P00551;150;S029;166.26;5
PO009117;06/09/2024;P00225;25;S010;119.67;8
PO009118;10/06/2024;P00560;50;S012;246.97;3
PO009119;14/10/2024;P00918;75;S028;92.81;11
PO009120;06/03/2024;P00943;100;S002;17.28;2
PO009121;13/09/2024;P00608;100;S029;242.48;5
PO009122;21/09/2024;P00423;50;S028;284.18;3
