id_commande;id_produit;date_retour;motif
O007362;P00373;2024-12-18;Client insatisfait
O008406;P00379;2025-01-02;Produit abîmé
O021172;P00503;2024-12-03;Mauvaise référence
O046464;P00445;2025-01-10;Client insatisfait
O015946;P00933;2024-10-30;Produit abîmé
O022538;P00014;2024-03-29;Mauvaise référence
O015809;P00152;2024-12-03;Client insatisfait
O045983;P00948;2025-01-22;Produit abîmé
O010175;P00986;2024-10-04;Produit abîmé
O041014;P00957;2024-05-12;Mauvaise référence
O028792;P00933;2024-06-11;Client insatisfait
O000208;P00558;2024-06-11;Livraison incomplète
O002764;P00516;2024-11-03;Produit abîmé
O014004;P00691;2024-09-10;Client insatisfait
O007156;P00536;2024-05-19;Client insatisfait
O008884;P00413;2024-10-20;Mauvaise référence
O044908;P00971;2024-10-07;Client insatisfait
O011105;P00710;2024-03-21;Client insatisfait
O049432;P00046;2024-09-22;Produit abîmé
O040565;P00377;2024-11-24;Mauvaise référence
O033279;P00002;2024-08-14;Client insatisfait
O029318;P00615;2024-01-25;Mauvaise référence
O049190;P00296;2025-01-07;Livraison incomplète
O046256;P00809;2024-09-08;Livraison incomplète
O027719;P00754;2025-01-01;Client insatisfait
O020966;P00373;2024-11-13;Produit abîmé
O042902;P00515;2024-02-27;Produit abîmé
O019416;P00140;2024-03-06;Mauvaise référence
O000497;P00377;2024-05-28;Mauvaise référence
O021854;P00198;2024-11-17;Client insatisfait
O047853;P00691;2024-02-02;Client insatisfait
O002136;P00831;2024-01-30;Livraison incomplète
O011993;P00414;2024-02-05;Livraison incomplète
O035745;P00009;2024-02-05;Produit abîmé
O010873;P00510;2024-03-11;Livraison incomplète
O015622;P00152;2024-06-12;Produit abîmé
O030362;P00754;2024-04-12;Produit abîmé
O041574;P00506;2024-12-28;Produit abîmé
O019738;P00222;2024-09-22;Client insatisfait
O018694;P00532;2024-05-16;Client insatisfait
O036666;P00343;2024-09-20;Livraison incomplète
O026203;P00121;2024-02-20;Client insatisfait
O011333;P00613;2024-05-02;Produit abîmé
O035720;P00620;2024-11-11;Client insatisfait
O047460;P00876;2025-01-08;Mauvaise référence
O032179;P00152;2025-01-11;Livraison incomplète
O028575;P00330;2024-02-09;Produit abîmé
O013390;P00551;2024-09-01;Client insatisfait
O037359;P00413;2024-11-25;Client insatisfait
O032959;P00417;2025-01-02;Produit abîmé
O023734;P00933;2024-11-01;Livraison incomplète
O017485;P00379;2024-03-07;Client insatisfait
O006883;P00536;2025-01-16;Mauvaise référence
O025795;P00403;2024-05-18;Mauvaise référence
O031970;P00691;2024-11-08;Produit abîmé
O031540;P00613;2024-11-26;Client insatisfait
O006091;P00873;2024-02-16;Livraison incomplète
O013494;P00336;2024-09-24;Mauvaise référence
O047343;P00009;2024-05-25;Livraison incomplète
O013134;P00733;2024-01-29;Client insatisfait
O018456;P00220;2024-10-20;Mauvaise référence
O022966;P00462;2024-10-30;Livraison incomplète
O002994;P00905;2024-03-30;Mauvaise référence
O017235;P00905;2024-12-27;Livraison incomplète
O008959;P00933;2024-10-03;Mauvaise référence
O031079;P00099;2024-03-02;Produit abîmé
O042560;P00764;2024-02-04;Client insatisfait
O029994;P00558;2024-12-06;Produit abîmé
O019999;P00143;2024-09-29;Mauvaise référence
O048473;P00014;2024-11-06;Livraison incomplète
O017530;P00029;2024-09-20;Produit abîmé
O043330;P00212;2024-05-06;Produit abîmé
O027481;P00032;2024-01-14;Client insatisfait
O007650;P00604;2024-09-25;Produit abîmé
O022085;P00370;2024-08-26;Client insatisfait
O003656;P00451;2024-01-28;Mauvaise référence
O034720;P00414;2024-08-22;Produit abîmé
O039085;P00654;2024-12-04;Mauvaise référence
O047633;P00952;2024-02-21;Mauvaise référence
O014445;P00473;2024-12-02;Livraison incomplète
O021052;P00017;2025-01-13;Produit abîmé
O005658;P00136;2024-06-04;Livraison incomplète
O020428;P00047;2024-07-25;Mauvaise référence
O002645;P00182;2024-02-27;Livraison incomplète
O011631;P00503;2024-12-11;Produit abîmé
O009255;P00011;2024-10-07;Livraison incomplète
O013136;P00118;2025-01-10;Client insatisfait
O007461;P00612;2025-01-03;Livraison incomplète
O037181;P00011;2024-04-18;Mauvaise référence
O025746;P00143;2024-12-08;Client insatisfait
O042645;P00671;2025-01-17;Mauvaise référence
O034665;P00330;2025-01-05;Livraison incomplète
O020277;P00943;2024-08-30;Client insatisfait
O011972;P00414;2025-01-04;Mauvaise référence
O038103;P00811;2024-12-28;Client insatisfait
O014975;P00063;2024-08-29;Livraison incomplète
O049234;P00921;2024-04-19;Livraison incomplète
O005947;P00417;2024-11-26;Mauvaise référence
O022741;P00032;2024-12-22;Produit abîmé
O043600;P00355;2025-01-12;Livraison incomplète
O031157;P00948;2024-03-04;Mauvaise référence
O036322;P00948;2025-01-04;Livraison incomplète
O026075;P00507;2024-12-08;Mauvaise référence
O034918;P00671;2024-11-02;Produit abîmé
O008553;P00764;2024-12-27;Client insatisfait
O000372;P00943;2025-01-12;Client insatisfait
O038015;P00170;2024-12-31;Mauvaise référence
O017658;P00234;2025-01-05;Mauvaise référence
O008918;P00906;2024-11-19;Livraison incomplète
O013929;P00742;2024-12-26;Produit abîmé
O014221;P00488;2024-12-15;Livraison incomplète
O022096;P00516;2024-06-10;Produit abîmé
O047276;P00012;2024-07-12;Produit abîmé
O025027;P00968;2024-12-14;Client insatisfait
O042487;P00510;2025-01-17;Produit abîmé
O010089;P00226;2024-05-16;Mauvaise référence
O022286;P00905;2025-01-12;Produit abîmé
O047453;P00449;2024-12-18;Produit abîmé
O011896;P00449;2024-02-21;Mauvaise référence
O022735;P00226;2025-01-06;Client insatisfait
O008017;P00535;2024-12-10;Client insatisfait
O041759;P00893;2024-04-08;Produit abîmé
O021957;P00009;2024-06-03;Produit abîmé
O015980;P00452;2024-02-16;Livraison incomplète
O011977;P00212;2024-12-31;Mauvaise référence
O037405;P00226;2024-05-24;Client insatisfait
O049265;P00188;2024-12-20;Livraison incomplète
O048125;P00764;2024-01-26;Produit abîmé
O011820;P00037;2024-12-29;Produit abîmé
O017479;P00184;2024-10-26;Livraison incomplète
O014941;P00876;2024-11-12;Produit abîmé
O040661;P00149;2024-01-28;Mauvaise référence
O018166;P00503;2024-10-19;Livraison incomplète
O025554;P00691;2024-09-09;Produit abîmé
O015443;P00751;2024-12-23;Livraison incomplète
O008034;P00055;2024-12-25;Mauvaise référence
O027551;P00938;2024-10-29;Client insatisfait
O029149;P00535;2024-11-18;Mauvaise référence
O045710;P00220;2025-01-13;Client insatisfait
O002745;P00536;2024-12-26;Livraison incomplète
O011807;P00810;2024-07-07;Livraison incomplète
O025294;P00831;2024-05-24;Mauvaise référence
O011013;P00341;2024-10-10;Produit abîmé
O027196;P00931;2024-12-28;Livraison incomplète
O001814;P00895;2024-11-27;Produit abîmé
O046234;P00558;2024-09-17;Client insatisfait
O043001;P00809;2024-09-26;Produit abîmé
O012474;P00398;2025-01-15;Produit abîmé
O016053;P00688;2024-11-03;Produit abîmé
O022757;P00175;2024-03-18;Client insatisfait
O046462;P00691;2024-06-19;Livraison incomplète
O024212;P00518;2024-05-17;Livraison incomplète
O001709;P00604;2024-01-30;Mauvaise référence
O000696;P00135;2024-12-21;Mauvaise référence
O046551;P00258;2025-01-06;Client insatisfait
O004067;P00535;2024-11-27;Client insatisfait
O030816;P00379;2024-12-24;Produit abîmé
O039643;P00610;2024-12-30;Livraison incomplète
O012029;P00933;2024-02-12;Mauvaise référence
O039388;P00905;2024-02-11;Client insatisfait
O015378;P00011;2024-09-07;Mauvaise référence
O040988;P00467;2024-03-13;Livraison incomplète
O029535;P00463;2024-01-25;Livraison incomplète
O034313;P00654;2024-10-14;Client insatisfait
O045868;P00370;2024-04-25;Client insatisfait
O023892;P00403;2024-11-19;Produit abîmé
O035838;P00506;2024-04-11;Livraison incomplète
O000633;P00473;2024-11-12;Mauvaise référence
O014814;P00136;2024-11-29;Mauvaise référence
O002087;P00252;2024-11-03;Client insatisfait
O003533;P00876;2024-12-19;Livraison incomplète
O015497;P00810;2024-12-29;Client insatisfait
O005192;P00516;2024-11-28;Client insatisfait
O026330;P00526;2024-12-19;Client insatisfait
O041860;P00551;2024-12-08;Livraison incomplète
O034607;P00615;2024-06-11;Produit abîmé
O022365;P00047;2024-08-29;Produit abîmé
O026158;P00873;2024-10-11;Client insatisfait
O013594;P00516;2024-02-01;Produit abîmé
O017417;P00047;2024-04-26;Mauvaise référence
O029877;P00526;2024-12-26;Mauvaise référence
O016014;P00198;2024-04-22;Client insatisfait
O031643;P00653;2024-05-12;Produit abîmé
O027137;P00865;2024-03-15;Produit abîmé
O041798;P00452;2024-03-29;Client insatisfait
O010424;P00764;2024-11-21;Produit abîmé
O039520;P00691;2024-05-06;Mauvaise référence
O048878;P00810;2024-12-30;Mauvaise référence
O003337;P00017;2024-12-24;Livraison incomplète
O006097;P00158;2025-01-13;Mauvaise référence
O028905;P00029;2024-02-11;Mauvaise référence
O004578;P00039;2024-01-08;Client insatisfait
O006764;P00710;2024-12-12;Produit abîmé
O027139;P00767;2024-06-01;Produit abîmé
O006463;P00893;2024-12-31;Livraison incomplète
O023289;P00751;2025-01-15;Mauvaise référence
O042422;P00742;2024-12-26;Produit abîmé
O014766;P00620;2025-01-07;Mauvaise référence
O012689;P00014;2024-08-26;Client insatisfait
O000237;P00250;2024-12-15;Client insatisfait
O017178;P00615;2024-12-07;Client insatisfait
O011272;P00963;2024-07-19;Livraison incomplète
O031359;P00551;2024-02-11;Mauvaise référence
O033004;P00532;2024-04-13;Livraison incomplète
O016217;P00029;2024-12-19;Mauvaise référence
O045084;P00558;2024-03-13;Client insatisfait
O013767;P00452;2024-11-14;Produit abîmé
O001165;P00865;2024-07-15;Produit abîmé
O043056;P00046;2024-11-30;Livraison incomplète
O036539;P00379;2025-01-08;Livraison incomplète
O003173;P00398;2025-01-25;Produit abîmé
O015730;P00931;2024-08-28;Mauvaise référence
O046772;P00319;2024-09-30;Mauvaise référence
O046655;P00952;2024-10-26;Livraison incomplète
O036038;P00184;2024-02-22;Mauvaise référence
O024732;P00252;2025-01-16;Livraison incomplète
O003035;P00002;2024-12-01;Livraison incomplète
O038242;P00158;2024-12-01;Produit abîmé
O036103;P00357;2024-10-07;Client insatisfait
O036400;P00751;2024-02-06;Livraison incomplète
O030686;P00767;2024-02-25;Produit abîmé
O016109;P00336;2025-01-16;Client insatisfait
O010023;P00403;2024-10-12;Client insatisfait
O012173;P00121;2025-01-19;Mauvaise référence
O023350;P00418;2025-01-13;Produit abîmé
O007361;P00767;2024-12-21;Livraison incomplète
O048904;P00343;2024-12-27;Client insatisfait
O017990;P00751;2024-09-30;Livraison incomplète
O028645;P00451;2024-11-07;Mauvaise référence
O039953;P00014;2025-01-16;Mauvaise référence
O035338;P00881;2024-10-25;Produit abîmé
O017158;P00839;2025-01-21;Mauvaise référence
O033145;P00620;2024-08-13;Produit abîmé
O011801;P00414;2025-01-04;Mauvaise référence
O037331;P00952;2024-02-21;Produit abîmé
O008489;P00105;2024-08-22;Mauvaise référence
O037470;P00330;2024-01-30;Client insatisfait
O004642;P00767;2024-02-22;Livraison incomplète
O039205;P00032;2024-12-22;Livraison incomplète
O023981;P00765;2024-12-31;Livraison incomplète
O004635;P00613;2024-07-07;Produit abîmé
O010486;P00226;2024-11-14;Client insatisfait
O037734;P00198;2024-12-23;Produit abîmé
O030590;P00140;2024-03-22;Produit abîmé
O041416;P00809;2024-04-21;Produit abîmé
O038423;P00250;2024-06-02;Mauvaise référence
O019876;P00506;2025-01-11;Client insatisfait
O002550;P00691;2024-05-19;Mauvaise référence
O038293;P00252;2024-12-08;Produit abîmé
O032531;P00653;2024-11-17;Client insatisfait
O004264;P00986;2024-02-27;Livraison incomplète
O030733;P00535;2024-09-11;Client insatisfait
O035143;P00613;2024-09-21;Produit abîmé
O021318;P00009;2024-12-29;Mauvaise référence
O043368;P00510;2024-12-29;Client insatisfait
O041305;P00767;2024-11-09;Client insatisfait
O017582;P00780;2024-09-15;Client insatisfait
O005105;P00691;2024-01-25;Livraison incomplète
O021692;P00184;2025-01-08;Livraison incomplète
O001342;P00184;2024-12-15;Mauvaise référence
O047278;P00418;2024-04-12;Client insatisfait
O036553;P00981;2024-12-04;Livraison incomplète
O025774;P00370;2024-12-22;Produit abîmé
O007339;P00371;2024-02-03;Mauvaise référence
O006944;P00831;2025-01-04;Produit abîmé
O044793;P00032;2024-10-29;Client insatisfait
O015914;P00831;2024-12-07;Produit abîmé
O046455;P00258;2025-01-02;Produit abîmé
O007685;P00413;2024-02-19;Livraison incomplète
O018972;P00986;2024-12-10;Mauvaise référence
O031696;P00063;2024-04-08;Mauvaise référence
O042671;P00957;2024-12-23;Mauvaise référence
O043431;P00952;2024-02-05;Client insatisfait
O035934;P00467;2024-05-30;Mauvaise référence
O019356;P00764;2024-09-10;Mauvaise référence
O004120;P00895;2024-09-17;Livraison incomplète
O000170;P00792;2024-12-03;Livraison incomplète
O024521;P00541;2024-08-30;Produit abîmé
O015657;P00463;2024-12-29;Livraison incomplète
O014591;P00379;2024-12-14;Produit abîmé
O004219;P00963;2024-01-24;Livraison incomplète
O000826;P00921;2024-11-19;Livraison incomplète
O046202;P00516;2024-01-18;Produit abîmé
O012860;P00343;2024-03-16;Livraison incomplète
O037357;P00014;2024-11-11;Mauvaise référence
O007985;P00413;2024-12-18;Mauvaise référence
O041999;P00943;2024-12-24;Client insatisfait
O048365;P00558;2025-01-04;Produit abîmé
O036091;P00252;2024-05-16;Client insatisfait
O048773;P00135;2024-05-02;Mauvaise référence
O007809;P00931;2024-12-20;Livraison incomplète
O015788;P00336;2024-01-27;Client insatisfait
O029081;P00738;2024-10-25;Mauvaise référence
O019859;P00188;2024-05-25;Mauvaise référence
O001044;P00343;2025-01-05;Client insatisfait
O046579;P00063;2024-02-06;Livraison incomplète
O004239;P00931;2024-05-21;Produit abîmé
O040089;P00136;2024-12-21;Client insatisfait
O018832;P00620;2024-08-30;Livraison incomplète
O020835;P00886;2024-12-21;Produit abîmé
O048674;P00462;2024-11-17;Produit abîmé
O038297;P00417;2024-10-09;Mauvaise référence
O010190;P00418;2025-01-07;Client insatisfait
O021916;P00738;2024-12-04;Produit abîmé
O009093;P00250;2024-12-09;Mauvaise référence
O003385;P00305;2024-10-30;Produit abîmé
O037830;P00184;2024-11-13;Produit abîmé
O031234;P00037;2024-09-15;Produit abîmé
O044501;P00654;2024-12-26;Mauvaise référence
O022586;P00451;2025-01-07;Produit abîmé
O031891;P00017;2024-02-02;Mauvaise référence
O049582;P00580;2024-12-31;Mauvaise référence
O000639;P00733;2024-03-10;Produit abîmé
O033565;P00371;2024-09-27;Produit abîmé
O011585;P00510;2024-02-01;Mauvaise référence
O035533;P00403;2025-01-07;Produit abîmé
O010382;P00997;2024-12-18;Client insatisfait
O030762;P00296;2024-01-25;Livraison incomplète
O000999;P00745;2024-10-21;Produit abîmé
O009618;P00105;2024-02-14;Produit abîmé
O032480;P00047;2024-12-16;Livraison incomplète
O034443;P00536;2024-12-29;Client insatisfait
O027715;P00734;2024-12-21;Mauvaise référence
O016276;P00254;2024-12-19;Livraison incomplète
O033974;P00224;2024-11-13;Mauvaise référence
O033266;P00240;2024-09-11;Livraison incomplète
O048250;P00011;2024-11-10;Mauvaise référence
O019956;P00011;2024-04-13;Mauvaise référence
O031084;P00488;2024-02-15;Client insatisfait
O016155;P00526;2024-01-19;Mauvaise référence
O003801;P00357;2024-08-11;Client insatisfait
O037416;P00216;2024-12-07;Client insatisfait
O005917;P00490;2024-09-26;Produit abîmé
O019426;P00330;2024-10-13;Mauvaise référence
O000329;P00099;2024-04-06;Livraison incomplète
O029265;P00931;2024-05-02;Mauvaise référence
O016369;P00629;2024-08-28;Produit abîmé
O030441;P00198;2024-09-03;Produit abîmé
O007431;P00188;2024-12-24;Mauvaise référence
O044814;P00277;2024-11-07;Client insatisfait
O029913;P00253;2024-03-23;Livraison incomplète
O017820;P00948;2024-02-02;Livraison incomplète
O033044;P00467;2024-04-08;Mauvaise référence
O000942;P00463;2024-11-18;Produit abîmé
O013977;P00414;2024-11-28;Mauvaise référence
O047410;P00049;2024-10-12;Mauvaise référence
O017025;P00741;2024-12-20;Mauvaise référence
O049426;P00330;2024-01-22;Client insatisfait
O044603;P00449;2024-11-21;Client insatisfait
O024131;P00809;2024-10-28;Produit abîmé
O044801;P00467;2024-07-31;Client insatisfait
O024934;P00212;2025-01-03;Client insatisfait
O032219;P00671;2024-06-06;Produit abîmé
O037632;P00367;2024-12-08;Client insatisfait
O006233;P00398;2024-12-02;Livraison incomplète
O004764;P00891;2024-12-30;Livraison incomplète
O000066;P00890;2024-05-15;Produit abîmé
O001438;P00462;2024-12-03;Produit abîmé
O006533;P00255;2024-02-04;Client insatisfait
O020721;P00630;2024-08-12;Livraison incomplète
O041545;P00470;2024-12-24;Mauvaise référence
O028053;P00831;2024-11-05;Client insatisfait
O042609;P00055;2024-12-04;Livraison incomplète
O037104;P00603;2024-11-18;Mauvaise référence
O025483;P00378;2024-10-30;Client insatisfait
O031741;P00809;2025-01-08;Client insatisfait
O032412;P00671;2025-01-04;Client insatisfait
O024765;P00159;2025-01-25;Livraison incomplète
O036116;P00396;2024-02-29;Mauvaise référence
O001216;P00105;2024-01-08;Livraison incomplète
O044183;P00653;2024-01-12;Livraison incomplète
O000952;P00665;2024-11-14;Livraison incomplète
O022538;P00014;2024-04-12;Livraison incomplète
O026464;P00510;2024-10-15;Mauvaise référence
O004205;P00846;2024-06-04;Produit abîmé
O028603;P00485;2024-11-29;Livraison incomplète
O002300;P00923;2024-11-17;Mauvaise référence
O009836;P00305;2024-10-22;Mauvaise référence
O034109;P00032;2024-02-11;Livraison incomplète
O023152;P00170;2024-12-27;Mauvaise référence
O042175;P00927;2024-12-22;Client insatisfait
O030918;P00212;2024-03-08;Livraison incomplète
O020079;P00220;2024-02-08;Mauvaise référence
O040631;P00540;2024-08-03;Client insatisfait
O011127;P00859;2024-03-23;Client insatisfait
O049541;P00802;2024-08-05;Client insatisfait
O011374;P00220;2024-09-12;Client insatisfait
O049764;P00256;2024-05-14;Mauvaise référence
O004134;P00170;2024-03-19;Client insatisfait
O008227;P00792;2024-12-11;Mauvaise référence
O037974;P00413;2024-10-24;Livraison incomplète
O009818;P00233;2024-02-22;Livraison incomplète
O005489;P00789;2024-03-31;Produit abîmé
O020252;P00417;2024-05-24;Produit abîmé
O013304;P00143;2024-05-22;Client insatisfait
O027024;P00462;2024-12-19;Produit abîmé
O005581;P00684;2024-01-23;Produit abîmé
O042010;P00178;2024-10-07;Produit abîmé
O028506;P00616;2024-12-30;Client insatisfait
O020034;P00240;2025-01-10;Produit abîmé
O027762;P00601;2024-11-05;Client insatisfait
O031914;P00736;2024-12-28;Mauvaise référence
O016428;P00710;2024-11-08;Produit abîmé
O009574;P00905;2024-12-27;Client insatisfait
O005803;P00693;2024-06-19;Livraison incomplète
O012158;P00063;2024-06-21;Livraison incomplète
O040264;P00633;2024-05-31;Mauvaise référence
O018097;P00688;2024-11-17;Produit abîmé
O010498;P00653;2024-11-01;Produit abîmé
O004604;P00831;2024-02-28;Client insatisfait
O018501;P00258;2024-08-29;Produit abîmé
O005446;P00256;2025-01-20;Produit abîmé
O026456;P00370;2025-01-12;Client insatisfait
O027103;P00623;2024-11-25;Mauvaise référence
O015927;P00966;2024-04-12;Mauvaise référence
O042248;P00133;2025-01-16;Produit abîmé
O026108;P00343;2024-10-02;Client insatisfait
O015452;P00913;2024-01-26;Mauvaise référence
O035065;P00014;2025-01-07;Mauvaise référence
O035777;P00175;2025-01-16;Mauvaise référence
O045513;P00240;2024-10-30;Mauvaise référence
O027284;P00029;2024-01-31;Client insatisfait
O043688;P00335;2024-12-11;Mauvaise référence
O032163;P00135;2024-07-23;Livraison incomplète
O045045;P00146;2024-01-18;Mauvaise référence
O016685;P00733;2024-10-23;Livraison incomplète
O049536;P00330;2024-01-20;Livraison incomplète
O006981;P00790;2024-12-14;Mauvaise référence
O024494;P00170;2024-12-03;Produit abîmé
O003225;P00396;2024-03-22;Mauvaise référence
O017646;P00396;2024-11-25;Produit abîmé
O009279;P00121;2024-11-20;Mauvaise référence
O011242;P00952;2024-04-15;Client insatisfait
O023502;P00445;2024-03-09;Client insatisfait
O047399;P00755;2024-12-10;Livraison incomplète
O031425;P00133;2025-01-11;Client insatisfait
O049292;P00558;2024-02-15;Produit abîmé
O045334;P00515;2024-08-10;Produit abîmé
O035965;P00541;2024-10-12;Livraison incomplète
O040921;P00732;2024-02-15;Mauvaise référence
O014786;P00462;2024-03-24;Client insatisfait
O014138;P00012;2024-04-16;Mauvaise référence
O011017;P00765;2024-10-18;Mauvaise référence
O009803;P00055;2024-01-24;Client insatisfait
O031303;P00921;2024-12-25;Mauvaise référence
O015451;P00973;2024-01-28;Produit abîmé
O027339;P00755;2024-02-27;Livraison incomplète
O014316;P00575;2024-12-29;Produit abîmé
O040428;P00470;2024-12-23;Client insatisfait
O039389;P00981;2024-03-09;Client insatisfait
O001822;P00807;2024-12-10;Client insatisfait
O043737;P00158;2024-10-17;Client insatisfait
O004258;P00653;2024-03-31;Mauvaise référence
O016240;P00355;2024-10-11;Mauvaise référence
O009356;P00305;2024-07-01;Livraison incomplète
O001602;P00093;2025-01-22;Client insatisfait
O005402;P00928;2024-11-10;Client insatisfait
O006609;P00518;2025-01-14;Mauvaise référence
O003943;P00001;2024-06-16;Mauvaise référence
O035626;P00004;2025-01-13;Produit abîmé
O034802;P00612;2024-04-09;Livraison incomplète
O019081;P00653;2025-01-07;Mauvaise référence
O027637;P00134;2024-03-30;Livraison incomplète
O048610;P00938;2024-10-19;Client insatisfait
O046254;P00981;2025-01-01;Client insatisfait
O027184;P00933;2024-02-20;Produit abîmé
O035791;P00051;2024-07-14;Produit abîmé
O022017;P00160;2024-11-24;Produit abîmé
O024262;P00379;2025-01-05;Mauvaise référence
O047936;P00298;2025-01-17;Livraison incomplète
O005574;P00252;2024-12-21;Mauvaise référence
O023160;P00931;2024-12-07;Client insatisfait
O013416;P00859;2024-11-30;Client insatisfait
O038305;P00724;2024-09-22;Produit abîmé
O025020;P00901;2024-12-23;Produit abîmé
O032405;P00971;2025-01-02;Livraison incomplète
O012943;P00895;2024-10-15;Mauvaise référence
O021931;P00495;2024-05-10;Client insatisfait
O038075;P00890;2024-12-04;Client insatisfait
O036653;P00973;2024-03-18;Produit abîmé
O036738;P00240;2024-02-15;Mauvaise référence
O014452;P00893;2024-10-28;Client insatisfait
O026678;P00128;2024-12-30;Client insatisfait
O030964;P00688;2024-05-11;Mauvaise référence
O040452;P00397;2024-12-31;Produit abîmé
O004882;P00449;2024-08-24;Livraison incomplète
O022695;P00135;2024-10-09;Produit abîmé
O034208;P00873;2025-01-09;Mauvaise référence
O016365;P00699;2024-10-11;Mauvaise référence
O038247;P00250;2024-12-23;Mauvaise référence
O025091;P00355;2024-04-25;Client insatisfait
O034654;P00912;2024-03-19;Mauvaise référence
O031359;P00551;2024-02-02;Livraison incomplète
O018475;P00865;2024-10-13;Produit abîmé
O016205;P00506;2025-01-14;Client insatisfait
O018390;P00629;2024-12-17;Mauvaise référence
O023981;P00765;2024-12-11;Mauvaise référence
O034709;P00654;2025-01-10;Mauvaise référence
O019484;P00396;2024-12-02;Livraison incomplète
O034487;P00193;2024-11-13;Livraison incomplète
O049742;P00526;2024-12-11;Produit abîmé
O000257;P00615;2024-09-04;Produit abîmé
O014572;P00118;2024-01-19;Livraison incomplète
O000071;P00037;2024-10-08;Livraison incomplète
O015196;P00478;2025-01-21;Livraison incomplète
O049102;P00473;2025-01-09;Produit abîmé
O010524;P00691;2024-12-09;Client insatisfait
O021845;P00175;2024-03-09;Produit abîmé
O000762;P00408;2024-11-09;Mauvaise référence
O042630;P00742;2025-01-17;Produit abîmé
O003412;P00274;2024-04-21;Livraison incomplète
O041325;P00526;2024-06-12;Client insatisfait
O044365;P00906;2024-02-10;Produit abîmé
O018007;P00905;2024-02-06;Client insatisfait
O014594;P00521;2024-12-23;Mauvaise référence
O047739;P00506;2025-01-03;Client insatisfait
O005918;P00090;2024-02-12;Produit abîmé
O031437;P00938;2024-06-08;Mauvaise référence
O047358;P00488;2024-05-06;Produit abîmé
O029441;P00334;2025-01-18;Livraison incomplète
O004366;P00886;2024-09-06;Produit abîmé
O048104;P00993;2025-01-05;Livraison incomplète
O047202;P00510;2024-09-13;Mauvaise référence
O043715;P00159;2024-03-04;Mauvaise référence
O042885;P00373;2024-12-26;Produit abîmé
O048674;P00462;2024-11-13;Mauvaise référence
O012859;P00047;2024-03-01;Produit abîmé
O047374;P00288;2024-02-10;Client insatisfait
O032065;P00921;2025-01-11;Client insatisfait
O031005;P00417;2024-01-31;Produit abîmé
O003523;P00455;2024-03-09;Client insatisfait
O036813;P00893;2024-12-09;Livraison incomplète
O031487;P00710;2024-04-18;Livraison incomplète
O017813;P00418;2024-09-05;Produit abîmé
O028120;P00558;2024-08-13;Mauvaise référence
O047752;P00026;2024-10-25;Client insatisfait
O009434;P00341;2024-02-13;Livraison incomplète
O022968;P00365;2024-11-24;Mauvaise référence
O013433;P00153;2024-11-09;Livraison incomplète
O019608;P00830;2024-06-04;Livraison incomplète
O029992;P00046;2025-01-03;Produit abîmé
O013703;P00596;2024-11-29;Produit abîmé
O037822;P00585;2024-03-04;Client insatisfait
O046103;P00981;2025-01-15;Livraison incomplète
O008048;P00933;2024-04-18;Livraison incomplète
O017641;P00702;2024-12-08;Mauvaise référence
O039835;P00135;2024-01-08;Produit abîmé
O010752;P00226;2024-11-07;Produit abîmé
O027635;P00081;2024-12-26;Livraison incomplète
O040827;P00541;2024-04-13;Mauvaise référence
O031412;P00658;2024-12-26;Mauvaise référence
O047509;P00357;2024-12-23;Produit abîmé
O004445;P00654;2024-12-20;Mauvaise référence
O031216;P00558;2024-06-27;Livraison incomplète
O012831;P00478;2024-03-30;Client insatisfait
O035448;P00921;2024-12-31;Mauvaise référence
O048783;P00981;2024-12-16;Client insatisfait
O023932;P00507;2024-02-12;Livraison incomplète
O002880;P00877;2024-02-22;Mauvaise référence
O002531;P00893;2024-03-20;Livraison incomplète
O041114;P00205;2024-12-22;Produit abîmé
O039282;P00132;2024-06-20;Produit abîmé
O007074;P00937;2024-02-24;Mauvaise référence
O002344;P00733;2024-03-18;Mauvaise référence
O021992;P00014;2024-11-18;Livraison incomplète
O040666;P00488;2024-02-05;Produit abîmé
O001171;P00336;2024-11-22;Mauvaise référence
O040053;P00080;2024-11-30;Produit abîmé
O001817;P00315;2024-10-24;Produit abîmé
O042758;P00198;2024-11-08;Produit abîmé
O002537;P00972;2024-03-20;Client insatisfait
O018426;P00284;2024-12-13;Livraison incomplète
O019153;P00895;2024-10-13;Client insatisfait
O022529;P00082;2024-04-17;Client insatisfait
O010243;P00557;2024-02-23;Produit abîmé
O036411;P00198;2024-12-18;Produit abîmé
O034772;P00986;2024-12-14;Mauvaise référence
O012891;P00462;2024-12-05;Client insatisfait
O031615;P00630;2025-01-01;Produit abîmé
O049534;P00435;2024-11-04;Mauvaise référence
O018597;P00154;2024-02-03;Livraison incomplète
O004605;P00396;2025-01-11;Mauvaise référence
O001147;P00738;2024-12-23;Client insatisfait
O031173;P00596;2024-02-17;Client insatisfait
O017360;P00923;2024-10-14;Client insatisfait
O046044;P00135;2024-12-02;Produit abîmé
O041763;P00630;2024-01-22;Produit abîmé
O043294;P00122;2024-05-13;Livraison incomplète
O005901;P00466;2024-09-26;Client insatisfait
O013299;P00400;2024-03-19;Mauvaise référence
O041382;P00090;2024-04-26;Produit abîmé
O040397;P00253;2025-01-02;Produit abîmé
O013625;P00231;2024-02-23;Client insatisfait
O039014;P00099;2024-12-26;Produit abîmé
O002660;P00029;2024-09-23;Client insatisfait
