id_commande;date_commande;id_produit;quantité;entrepôt;statut
O039544;2024-10-09;P00699;5;Lyon;Expédié
O039545;2024-12-19;P00140;1;Paris;Livré
O039546;2024-05-19;P00026;2;Lyon;Expédié
O039548;2024-02-05;P00815;5;Lyon;Expédié
O039549;2024-01-20;P00551;3;Marseille;Livré
O039551;2024-09-23;P00106;5;Marseille;Expédié
O039553;2024-04-05;P00495;3;Lyon;Expédié
O039554;2024-11-30;P00152;8;Marseille;Livré
O039556;2024-12-08;P00893;2;Lyon;Livré
O039557;2024-03-05;P00503;5;Lyon;Livré
O039558;2024-12-08;P00253;20;Lyon;Expédié
O039559;2024-12-01;P00150;2;Paris;Livré
O039560;2024-01-10;P00931;8;Marseille;Livré
O039561;2024-05-14;P00341;1;Paris;Livré
O039562;2024-12-22;P00811;2;Lyon;Livré
O039563;2024-11-27;P00009;12;Marseille;Livré
O039564;2024-12-29;P00445;1;Marseille;Livré
O039565;2024-10-25;P00188;1;Marseille;Expédié
O039566;2024-09-16;P00002;3;Lyon;Livré
O039568;2024-11-13;P00334;2;Marseille;Livré
O039569;2024-01-03;P00102;5;Lyon;Expédié
O039570;2024-11-22;P00594;1;Lyon;Expédié
O039571;2024-08-15;P00449;1;Lyon;Livré
O039572;2024-04-12;P00413;2;Lyon;Livré
O039573;2024-02-20;P00366;3;Lyon;Expédié
O039574;2024-11-03;P00240;3;Marseille;Livré
O039575;2024-09-03;P00466;5;Paris;Livré
O039576;2024-09-06;P00906;3;Marseille;Livré
O039577;2024-11-12;P00859;1;Paris;Expédié
O039578;2024-12-09;P00297;8;Paris;Livré
O039579;2024-12-15;P00400;1;Marseille;Expédié
O039581;2024-09-27;P00610;1;Lyon;Livré
O039582;2024-02-22;P00957;8;Paris;Livré
O039583;2024-12-12;P00532;2;Lyon;Expédié
O039584;2024-12-11;P00357;3;Marseille;Livré
O039585;2024-09-19;P00118;2;Paris;Livré
O039586;2024-12-31;P00683;3;Marseille;Livré
O039587;2024-11-05;P00158;2;Marseille;Expédié
O039588;2024-01-01;P00719;20;Marseille;Livré
O039590;2024-11-11;P00491;2;Lyon;Livré
O039591;2024-10-12;P00577;5;Marseille;Expédié
O039592;2024-04-06;P00603;10;Marseille;Expédié
O039593;2024-02-20;P00631;5;Paris;Livré
O039594;2024-10-21;P00258;3;Paris;Livré
O039595;2024-12-17;P00284;3;Lyon;Livré
O039596;2024-10-19;P00319;3;Paris;Livré
O039597;2024-12-05;P00478;8;Paris;Livré
O039598;2024-04-12;P00296;1;Paris;Expédié
O039599;2024-12-12;P00035;10;Lyon;Livré
O039601;2024-12-01;P00234;3;Lyon;Expédié
O039602;2024-10-27;P00466;10;Paris;Expédié
O039603;2024-09-29;P00400;1;Lyon;Livré
O039604;2024-11-06;P00264;10;Marseille;Expédié
O039606;2024-02-06;P00824;1;Paris;Expédié
O039607;2024-10-16;P00478;8;Marseille;Livré
O039608;2024-11-19;P00466;2;Lyon;Expédié
O039609;2024-11-27;P00541;5;Marseille;Livré
O039610;2024-12-20;P00996;5;Marseille;Livré
O039611;2024-03-27;P00938;1;Marseille;Livré
O039612;2024-03-18;P00470;3;Marseille;Livré
O039613;2024-06-24;P00180;2;Marseille;Expédié
O039614;2024-05-09;P00633;3;Paris;Livré
O039615;2024-12-03;P00503;8;Marseille;Livré
O039616;2024-11-29;P00868;1;Marseille;Livré
O039617;2024-08-11;P00024;3;Paris;Expédié
O039618;2024-11-05;P00467;5;Marseille;Livré
O039619;2024-12-05;P00509;2;Marseille;Livré
O039620;2024-12-23;P00729;15;Paris;Livré
O039621;2024-11-23;P00778;3;Paris;Livré
O039622;2024-03-03;P00740;1;Lyon;Livré
O039623;2024-11-07;P00658;1;Marseille;Expédié
O039625;2024-03-13;P00080;3;Marseille;Expédié
O039626;2024-11-15;P00509;2;Lyon;Livré
O039627;2024-04-08;P00532;1;Lyon;Livré
O039628;2024-01-14;P00152;1;Paris;Livré
O039630;2024-10-25;P00182;3;Marseille;Expédié
O039631;2024-08-12;P00435;3;Lyon;Livré
O039632;2024-01-06;P00518;1;Paris;Livré
O039633;2024-09-18;P00738;5;Paris;Livré
O039634;2024-01-13;P00370;15;Marseille;Expédié
O039636;2024-02-12;P00764;15;Lyon;Expédié
O039638;2024-12-20;P00526;10;Marseille;Expédié
O039639;2024-12-23;P00645;8;Lyon;Expédié
O039640;2024-12-20;P00305;1;Marseille;Livré
O039641;2024-01-23;P00250;1;Lyon;Expédié
O039642;2024-04-13;P00046;2;Marseille;Livré
O039643;2024-12-03;P00610;5;Paris;Expédié
O039644;2024-12-15;P00938;10;Lyon;Livré
O039645;2024-10-25;P00778;1;Lyon;Livré
O039646;2024-12-13;P00654;3;Paris;Livré
O039647;2024-08-24;P00948;5;Marseille;Livré
O039648;2024-09-21;P00220;2;Lyon;Expédié
O039649;2024-01-01;P00158;3;Marseille;Livré
O039650;2024-08-27;P00158;1;Paris;Expédié
O039651;2024-10-30;P00143;20;Paris;Livré
O039652;2024-09-30;P00252;3;Marseille;Expédié
O039653;2024-10-01;P00298;3;Paris;Livré
O039654;2024-09-16;P00629;1;Marseille;Livré
O039655;2024-12-18;P00518;3;Lyon;Expédié
O039656;2024-04-27;P00780;2;Lyon;Livré
O039658;2024-12-20;P00253;1;Paris;Livré
O039659;2024-11-07;P00873;2;Marseille;Livré
O039660;2024-12-28;P00551;1;Lyon;Expédié
O039663;2024-08-19;P00343;3;Marseille;Livré
O039664;2024-05-04;P00478;2;Paris;Livré
O039665;2024-01-22;P00063;12;Lyon;Livré
O039666;2024-04-25;P00705;1;Lyon;Expédié
O039667;2024-12-06;P00859;1;Paris;Livré
O039669;2024-09-05;P00462;10;Lyon;Expédié
O039671;2024-11-11;P00277;1;Marseille;Livré
O039672;2024-01-01;P00597;1;Marseille;Expédié
O039673;2024-10-02;P00962;1;Lyon;Livré
O039674;2024-12-03;P00986;10;Paris;Livré
O039675;2024-10-10;P00968;8;Marseille;Livré
O039676;2024-12-12;P00011;2;Lyon;Livré
O039677;2024-11-23;P00379;5;Paris;Expédié
O039678;2024-12-10;P00517;3;Marseille;Livré
O039679;2024-04-07;P00226;12;Lyon;Livré
O039680;2024-11-26;P00470;1;Lyon;Livré
O039681;2024-11-14;P00904;8;Paris;Expédié
O039682;2024-11-17;P00654;1;Lyon;Livré
O039683;2024-10-19;P00014;2;Paris;Livré
O039684;2024-09-08;P00362;1;Lyon;Expédié
O039685;2024-12-12;P00017;5;Lyon;Livré
O039686;2024-12-08;P00449;5;Lyon;Expédié
O039687;2024-12-27;P00665;3;Lyon;Livré
O039688;2024-03-24;P00778;5;Marseille;Livré
O039689;2024-12-07;P00968;5;Paris;Livré
O039691;2024-04-19;P00707;8;Marseille;Expédié
O039692;2024-02-26;P00599;1;Marseille;Livré
O039693;2024-03-11;P00396;2;Paris;Expédié
O039695;2024-12-07;P00941;1;Paris;Livré
O039696;2024-10-16;P00665;2;Marseille;Livré
O039697;2024-01-12;P00414;5;Marseille;Livré
O039698;2024-10-24;P00933;5;Paris;Livré
O039699;2024-12-16;P00630;5;Marseille;Livré
O039700;2024-11-16;P00002;2;Paris;Livré
O039702;2024-01-03;P00014;5;Marseille;Livré
O039703;2024-11-07;P00048;2;Marseille;Livré
O039704;2024-05-09;P00046;15;Paris;Livré
O039705;2024-11-23;P00182;2;Lyon;Expédié
O039706;2024-08-31;P00473;5;Marseille;Livré
O039707;2024-03-30;P00516;8;Paris;Livré
O039708;2024-12-27;P00252;12;Paris;Expédié
O039709;2024-10-13;P00220;2;Marseille;Livré
O039710;2024-12-04;P00202;2;Marseille;Livré
O039711;2024-10-23;P00026;2;Lyon;Livré
O039712;2024-11-13;P00778;2;Marseille;Expédié
O039713;2024-12-21;P00732;5;Lyon;Livré
O039715;2024-05-21;P00509;12;Lyon;Expédié
O039716;2024-03-12;P00503;1;Marseille;Livré
O039717;2024-10-24;P00234;3;Marseille;Livré
O039718;2024-12-22;P00250;12;Lyon;Livré
O039719;2024-05-15;P00336;1;Paris;Livré
O039720;2024-11-08;P00037;3;Paris;Livré
O039722;2024-10-19;P00759;10;Marseille;Livré
O039724;2024-03-13;P00170;12;Lyon;Expédié
O039725;2024-05-25;P00093;3;Marseille;Livré
O039727;2024-01-23;P00032;1;Lyon;Expédié
O039729;2024-04-04;P00037;1;Marseille;Livré
O039730;2024-10-31;P00886;3;Lyon;Livré
O039731;2024-04-08;P00450;1;Lyon;Expédié
O039732;2024-01-06;P00770;1;Paris;Expédié
O039733;2024-11-23;P00986;8;Paris;Expédié
O039734;2024-08-17;P00613;8;Marseille;Livré
O039735;2024-09-08;P00133;10;Marseille;Expédié
O039736;2024-10-25;P00017;1;Paris;Livré
O039737;2024-03-22;P00535;1;Paris;Expédié
O039738;2024-11-20;P00370;10;Marseille;Livré
O039739;2024-05-15;P00463;8;Lyon;Expédié
O039740;2024-12-31;P00802;8;Marseille;Livré
O039742;2024-02-07;P00893;20;Lyon;Expédié
O039745;2024-01-22;P00014;10;Paris;Livré
O039746;2024-01-23;P00217;3;Lyon;Livré
O039747;2024-01-20;P00159;2;Marseille;Livré
O039748;2024-07-06;P00536;3;Lyon;Livré
O039749;2024-10-03;P00629;5;Paris;Livré
O039750;2024-11-06;P00856;2;Lyon;Livré
O039751;2024-12-15;P00008;8;Marseille;Livré
O039752;2024-11-22;P00658;1;Paris;Livré
O039753;2024-04-11;P00632;8;Marseille;Expédié
O039754;2024-05-31;P00466;1;Lyon;Livré
O039755;2024-11-19;P00932;3;Paris;Livré
O039756;2024-12-17;P00336;10;Marseille;Livré
O039757;2024-12-31;P00568;1;Lyon;Livré
O039758;2024-05-01;P00377;3;Marseille;Livré
O039759;2024-02-22;P00568;1;Paris;Expédié
O039760;2024-10-04;P00921;12;Lyon;Livré
O039761;2024-10-02;P00319;10;Marseille;Livré
O039762;2024-04-04;P00536;12;Lyon;Expédié
O039764;2024-09-22;P00037;10;Paris;Livré
O039765;2024-10-14;P00526;8;Paris;Livré
O039766;2024-12-25;P00019;1;Lyon;Livré
O039767;2024-10-24;P00404;2;Lyon;Livré
O039768;2024-09-12;P00738;3;Marseille;Expédié
O039769;2024-11-20;P00046;3;Marseille;Livré
O039771;2024-09-03;P00792;8;Marseille;Expédié
O039772;2024-11-12;P00198;1;Marseille;Expédié
O039773;2024-09-20;P00008;1;Marseille;Livré
O039774;2024-01-08;P00046;3;Paris;Expédié
O039776;2024-10-08;P00946;1;Lyon;Expédié
O039777;2024-04-19;P00732;5;Paris;Expédié
O039778;2024-12-18;P00379;3;Lyon;Livré
O039779;2024-03-01;P00377;8;Lyon;Livré
O039782;2024-12-30;P00654;1;Paris;Livré
O039783;2024-12-26;P00032;15;Marseille;Livré
O039784;2024-03-28;P00636;1;Marseille;Livré
O039785;2024-12-25;P00046;2;Marseille;Livré
O039786;2024-09-22;P00252;5;Lyon;Expédié
O039787;2024-06-29;P00535;1;Lyon;Livré
O039788;2024-12-29;P00361;1;Lyon;Expédié
O039789;2024-12-29;P00541;1;Paris;Livré
O039791;2024-08-26;P00574;3;Marseille;Livré
O039793;2024-11-09;P00594;12;Lyon;Livré
O039794;2024-11-12;P00833;3;Lyon;Livré
O039795;2024-12-22;P00713;5;Marseille;Livré
O039796;2024-02-14;P00971;2;Paris;Livré
O039797;2024-10-11;P00328;1;Lyon;Livré
O039798;2024-12-17;P00330;1;Paris;Livré
O039799;2024-11-06;P00986;10;Lyon;Livré
O039800;2024-12-07;P00890;1;Marseille;Livré
O039801;2024-12-08;P00014;20;Lyon;Expédié
O039802;2024-11-18;P00131;1;Marseille;Livré
O039803;2024-12-29;P00123;5;Lyon;Expédié
O039804;2024-11-30;P00252;15;Marseille;Livré
O039805;2024-09-15;P00008;2;Marseille;Expédié
O039807;2024-12-17;P00957;8;Paris;Livré
O039808;2024-05-21;P00981;2;Paris;Livré
O039809;2024-11-14;P00205;2;Marseille;Livré
O039810;2024-01-16;P00831;1;Paris;Livré
O039811;2024-12-08;P00490;10;Marseille;Livré
O039813;2024-09-13;P00640;2;Marseille;Livré
O039815;2024-08-15;P00654;2;Paris;Livré
O039818;2024-12-12;P00658;20;Paris;Livré
O039819;2024-10-20;P00516;2;Marseille;Expédié
O039820;2024-10-09;P00366;2;Paris;Livré
O039821;2024-12-22;P00755;20;Paris;Livré
O039822;2024-11-19;P00905;2;Marseille;Livré
O039823;2024-12-21;P00671;2;Paris;Expédié
O039824;2024-09-10;P00099;10;Marseille;Livré
O039826;2024-12-22;P00890;2;Paris;Livré
O039828;2024-10-02;P00047;1;Paris;Expédié
O039830;2024-07-23;P00778;2;Marseille;Expédié
O039831;2024-12-20;P00691;5;Paris;Livré
O039832;2024-08-14;P00632;1;Paris;Expédié
O039833;2024-05-05;P00343;2;Lyon;Livré
O039835;2024-01-03;P00135;2;Paris;Livré
O039836;2024-11-18;P00551;1;Paris;Expédié
O039837;2024-03-26;P00033;5;Lyon;Livré
O039838;2024-12-03;P00025;2;Paris;Expédié
O039839;2024-11-23;P00305;5;Marseille;Expédié
O039840;2024-06-04;P00184;3;Paris;Livré
O039842;2024-11-08;P00462;1;Lyon;Livré
O039843;2024-12-11;P00751;2;Paris;Livré
O039844;2024-04-17;P00253;1;Marseille;Livré
O039845;2024-01-28;P00791;1;Marseille;Livré
O039846;2024-12-14;P00040;5;Lyon;Livré
O039848;2024-01-31;P00490;5;Paris;Livré
O039851;2024-11-21;P00198;1;Marseille;Livré
O039853;2024-12-27;P00846;5;Marseille;Livré
O039854;2024-01-13;P00080;20;Lyon;Livré
O039856;2024-05-02;P00981;1;Lyon;Livré
O039857;2024-12-29;P00948;3;Paris;Livré
O039858;2024-01-13;P00629;8;Marseille;Livré
O039859;2024-02-03;P00305;1;Lyon;Expédié
O039860;2024-02-26;P00047;8;Paris;Livré
O039862;2024-12-17;P00024;15;Paris;Livré
O039863;2024-05-29;P00478;1;Marseille;Livré
O039864;2024-02-07;P00630;10;Marseille;Expédié
O039865;2024-03-13;P00968;2;Lyon;Livré
O039866;2024-07-05;P00360;1;Marseille;Livré
O039867;2024-05-14;P00128;3;Paris;Livré
O039868;2024-01-07;P00032;1;Marseille;Expédié
O039870;2024-11-07;P00931;3;Marseille;Expédié
O039871;2024-10-18;P00039;1;Marseille;Livré
O039872;2024-12-14;P00873;8;Marseille;Livré
O039875;2024-03-11;P00387;3;Lyon;Livré
O039876;2024-09-27;P00271;3;Lyon;Livré
O039877;2024-12-03;P00140;1;Paris;Livré
O039878;2024-01-07;P00784;2;Paris;Livré
O039879;2024-01-21;P00524;1;Lyon;Expédié
O039881;2024-12-08;P00256;8;Lyon;Livré
O039882;2024-09-19;P00112;1;Marseille;Expédié
O039883;2024-12-02;P00182;5;Lyon;Livré
O039884;2024-02-13;P00070;2;Lyon;Livré
O039885;2024-12-25;P00371;5;Lyon;Livré
O039886;2024-01-18;P00968;3;Lyon;Livré
O039887;2024-12-11;P00859;2;Paris;Livré
O039888;2024-03-03;P00451;5;Paris;Livré
O039889;2024-01-29;P00175;2;Paris;Livré
O039890;2024-05-03;P00334;10;Marseille;Livré
O039891;2024-12-28;P00082;8;Paris;Livré
O039892;2024-07-03;P00256;3;Paris;Livré
O039893;2024-09-12;P00233;10;Lyon;Livré
O039894;2024-09-17;P00740;10;Marseille;Livré
O039895;2024-12-28;P00332;3;Lyon;Expédié
O039896;2024-12-10;P00895;1;Marseille;Livré
O039897;2024-12-30;P00231;3;Lyon;Expédié
O039899;2024-01-09;P00480;2;Marseille;Livré
O039900;2024-11-21;P00121;3;Paris;Expédié
O039901;2024-10-29;P00759;5;Lyon;Livré
O039902;2024-03-08;P00699;5;Lyon;Livré
O039904;2024-12-29;P00509;5;Marseille;Livré
O039906;2024-05-12;P00476;5;Paris;Livré
O039907;2024-12-20;P00414;1;Paris;Livré
O039912;2024-11-13;P00202;1;Paris;Livré
O039913;2024-06-04;P00853;5;Paris;Expédié
O039914;2024-11-08;P00610;2;Paris;Livré
O039915;2024-02-26;P00220;8;Lyon;Livré
O039916;2024-12-24;P00222;1;Marseille;Expédié
O039917;2024-12-30;P00507;1;Lyon;Livré
O039918;2024-12-10;P00035;3;Lyon;Expédié
O039919;2024-09-18;P00811;3;Paris;Expédié
O039920;2024-12-17;P00093;2;Marseille;Livré
O039921;2024-08-03;P00182;2;Paris;Livré
O039922;2024-08-01;P00198;1;Lyon;Expédié
O039924;2024-12-09;P00253;1;Lyon;Livré
O039925;2024-08-31;P00488;1;Marseille;Expédié
O039926;2024-12-17;P00317;3;Paris;Livré
O039927;2024-09-13;P00933;10;Marseille;Livré
O039928;2024-03-26;P00550;2;Paris;Livré
O039930;2024-08-21;P00284;1;Paris;Livré
O039931;2024-02-06;P00615;5;Lyon;Livré
O039932;2024-11-25;P00462;10;Paris;Livré
O039933;2024-12-16;P00603;1;Paris;Livré
O039934;2024-09-13;P00865;2;Marseille;Livré
O039935;2024-01-29;P00551;1;Marseille;Livré
O039936;2024-12-06;P00366;1;Marseille;Livré
O039937;2024-11-24;P00296;5;Marseille;Livré
O039938;2024-04-08;P00532;15;Lyon;Livré
O039940;2024-02-20;P00452;5;Marseille;Livré
O039941;2024-10-14;P00979;20;Marseille;Livré
O039942;2024-12-15;P00521;2;Marseille;Livré
O039943;2024-04-29;P00122;12;Marseille;Livré
O039944;2024-10-31;P00906;1;Lyon;Livré
O039945;2024-12-13;P00669;1;Paris;Livré
O039946;2024-08-27;P00603;5;Lyon;Livré
O039947;2024-11-23;P00452;2;Lyon;Livré
O039948;2024-09-26;P00921;2;Marseille;Livré
O039949;2024-05-30;P00414;5;Paris;Expédié
O039951;2024-11-15;P00831;2;Marseille;Livré
O039952;2024-07-30;P00973;3;Lyon;Livré
O039953;2024-12-26;P00014;2;Paris;Expédié
O039954;2024-09-10;P00101;8;Lyon;Livré
O039955;2024-11-07;P00631;2;Marseille;Expédié
O039956;2024-10-16;P00503;3;Marseille;Expédié
O039957;2024-11-03;P00039;1;Paris;Livré
O039958;2024-12-15;P00515;8;Marseille;Expédié
O039959;2024-12-31;P00923;5;Paris;Livré
O039960;2024-05-20;P00541;1;Paris;Livré
O039961;2024-02-06;P00267;1;Marseille;Livré
O039962;2024-12-11;P00135;2;Marseille;Expédié
O039963;2024-10-24;P00182;3;Lyon;Livré
O039965;2024-11-12;P00603;3;Lyon;Expédié
O039966;2024-11-26;P00539;2;Lyon;Livré
O039967;2024-01-01;P00654;5;Paris;Livré
O039968;2024-01-13;P00466;10;Marseille;Expédié
O039969;2024-10-04;P00968;1;Paris;Livré
O039970;2024-11-21;P00843;2;Paris;Livré
O039972;2024-01-24;P00791;3;Lyon;Expédié
O039975;2024-05-11;P00365;3;Paris;Expédié
O039976;2024-11-21;P00051;1;Lyon;Livré
O039977;2024-12-07;P00630;1;Lyon;Expédié
O039978;2024-11-14;P00416;1;Paris;Livré
O039979;2024-02-02;P00615;3;Paris;Livré
O039980;2024-02-20;P00090;5;Marseille;Livré
O039982;2024-12-01;P00222;1;Lyon;Livré
O039983;2024-10-15;P00282;2;Lyon;Livré
O039984;2024-03-24;P00924;2;Marseille;Livré
O039985;2024-05-30;P00011;8;Marseille;Livré
O039987;2024-09-12;P00710;1;Marseille;Livré
O039988;2024-09-03;P00604;3;Paris;Livré
O039989;2024-04-27;P00886;8;Marseille;Livré
O039990;2024-08-12;P00029;10;Paris;Expédié
O039991;2024-11-06;P00763;5;Lyon;Livré
O039992;2024-03-24;P00463;2;Lyon;Expédié
O039993;2024-11-03;P00532;10;Marseille;Livré
O039994;2024-12-18;P00070;8;Marseille;Livré
O039995;2024-11-01;P00698;5;Marseille;Expédié
O039996;2024-10-18;P00816;1;Lyon;Livré
O039997;2024-09-07;P00310;1;Lyon;Livré
O039998;2024-12-13;P00780;5;Lyon;Livré
O040000;2024-09-14;P00981;15;Paris;Expédié
O040001;2024-12-30;P00379;8;Marseille;Livré
O040002;2024-11-02;P00986;10;Lyon;Livré
O040004;2024-09-26;P00733;3;Marseille;Livré
O040005;2024-09-18;P00466;2;Paris;Livré
O040006;2024-12-15;P00417;5;Lyon;Livré
O040008;2024-05-17;P00795;5;Lyon;Expédié
O040009;2024-11-02;P00161;5;Lyon;Livré
O040010;2024-11-16;P00710;15;Marseille;Livré
O040011;2024-06-09;P00699;2;Paris;Livré
O040012;2024-01-18;P00090;1;Marseille;Livré
O040013;2024-12-24;P00319;12;Lyon;Livré
O040014;2024-12-30;P00445;1;Paris;Expédié
O040015;2024-12-11;P00629;5;Lyon;Livré
O040016;2024-12-01;P00671;10;Marseille;Expédié
O040017;2024-05-18;P00843;2;Marseille;Livré
O040018;2024-11-03;P00466;10;Marseille;Livré
O040019;2024-02-28;P00202;2;Paris;Livré
O040020;2024-11-29;P00973;8;Paris;Expédié
O040021;2024-12-16;P00182;1;Lyon;Livré
O040022;2024-03-16;P00025;5;Lyon;Livré
O040024;2024-12-14;P00170;5;Marseille;Livré
O040025;2024-11-27;P00843;3;Paris;Expédié
O040026;2024-12-07;P00341;5;Marseille;Livré
O040027;2024-03-02;P00467;12;Marseille;Livré
O040028;2024-10-29;P00873;8;Marseille;Livré
O040029;2024-10-27;P00948;15;Paris;Livré
O040030;2024-01-15;P00541;2;Paris;Livré
O040031;2024-10-05;P00943;3;Paris;Livré
O040033;2024-12-23;P00516;2;Lyon;Livré
O040035;2024-03-10;P00373;20;Paris;Expédié
O040036;2024-12-03;P00355;1;Marseille;Livré
O040038;2024-01-13;P00462;2;Paris;Expédié
O040039;2024-12-21;P00205;2;Marseille;Livré
O040040;2024-12-21;P00658;2;Marseille;Livré
O040041;2024-12-19;P00503;12;Marseille;Expédié
O040042;2024-12-02;P00738;2;Lyon;Expédié
O040043;2024-09-19;P00633;12;Marseille;Livré
O040044;2024-12-23;P00488;2;Marseille;Livré
O040045;2024-01-03;P00355;10;Lyon;Livré
O040046;2024-07-06;P00764;3;Marseille;Expédié
O040047;2024-12-22;P00014;2;Marseille;Livré
O040048;2024-09-16;P00516;2;Paris;Livré
O040049;2024-12-20;P00732;2;Marseille;Livré
O040050;2024-11-04;P00047;2;Marseille;Livré
O040051;2024-10-04;P00742;2;Lyon;Livré
O040052;2024-01-29;P00550;1;Paris;Expédié
O040053;2024-11-07;P00080;2;Paris;Expédié
O040054;2024-03-10;P00810;5;Lyon;Expédié
O040055;2024-10-22;P00008;2;Paris;Livré
O040056;2024-03-05;P00099;5;Lyon;Expédié
O040057;2024-12-18;P00379;20;Paris;Livré
O040058;2024-12-08;P00478;2;Paris;Expédié
O040059;2024-09-29;P00759;3;Marseille;Livré
O040060;2024-01-29;P00859;1;Marseille;Livré
O040061;2024-01-17;P00923;2;Lyon;Expédié
O040062;2024-03-17;P00603;8;Lyon;Expédié
O040063;2024-01-19;P00373;1;Marseille;Livré
O040064;2024-05-17;P00452;1;Lyon;Livré
O040065;2024-01-21;P00833;2;Marseille;Livré
O040066;2024-04-14;P00220;8;Lyon;Livré
O040067;2024-11-19;P00771;5;Marseille;Expédié
O040069;2024-09-03;P00162;15;Marseille;Livré
O040070;2024-12-18;P00277;12;Marseille;Livré
O040071;2024-10-13;P00417;1;Paris;Expédié
O040072;2024-10-19;P00153;1;Marseille;Livré
O040073;2024-04-14;P00355;2;Paris;Livré
O040074;2024-01-04;P00536;3;Paris;Expédié
O040075;2024-02-23;P00603;3;Lyon;Expédié
O040076;2024-12-18;P00106;1;Lyon;Livré
O040078;2024-09-02;P00044;1;Paris;Expédié
O040079;2024-11-26;P00894;1;Lyon;Livré
O040080;2024-12-16;P00510;10;Marseille;Expédié
O040082;2024-12-30;P00341;15;Marseille;Livré
O040083;2024-08-07;P00445;1;Marseille;Livré
O040084;2024-01-14;P00509;1;Paris;Livré
O040085;2024-02-21;P00629;1;Lyon;Expédié
O040086;2024-05-02;P00526;10;Paris;Livré
O040087;2024-12-05;P00277;15;Lyon;Livré
O040088;2024-07-07;P00765;2;Paris;Livré
O040089;2024-11-29;P00136;2;Lyon;Livré
O040092;2024-01-17;P00781;2;Lyon;Livré
O040095;2024-09-12;P00811;3;Paris;Livré
O040096;2024-09-25;P00149;5;Paris;Livré
O040097;2024-10-06;P00462;3;Lyon;Expédié
O040098;2024-05-29;P00319;15;Paris;Expédié
O040099;2024-02-22;P00299;1;Marseille;Expédié
O040100;2024-12-18;P00658;8;Paris;Livré
O040101;2024-12-16;P00011;2;Paris;Expédié
O040102;2024-11-05;P00355;2;Lyon;Expédié
O040103;2024-11-27;P00118;5;Lyon;Expédié
O040104;2024-12-10;P00876;12;Lyon;Livré
O040105;2024-01-23;P00043;5;Marseille;Livré
O040106;2024-01-07;P00585;8;Paris;Livré
O040107;2024-01-12;P00923;8;Paris;Livré
O040108;2024-03-14;P00451;2;Lyon;Livré
O040109;2024-08-10;P00492;8;Marseille;Livré
O040110;2024-11-20;P00231;8;Marseille;Livré
O040111;2024-10-05;P00526;3;Marseille;Livré
O040112;2024-12-16;P00222;3;Paris;Livré
O040113;2024-12-08;P00265;8;Lyon;Livré
O040114;2024-10-10;P00876;8;Paris;Expédié
O040116;2024-10-13;P00370;2;Marseille;Expédié
O040117;2024-07-26;P00191;8;Lyon;Livré
O040118;2024-12-02;P00985;8;Marseille;Expédié
O040119;2024-05-05;P00759;1;Paris;Livré
O040121;2024-10-06;P00740;5;Lyon;Livré
O040122;2024-11-19;P00423;1;Paris;Expédié
O040123;2024-04-21;P00226;1;Lyon;Livré
O040124;2024-11-02;P00693;3;Paris;Livré
O040125;2024-07-09;P00809;12;Lyon;Livré
O040127;2024-04-26;P00341;1;Lyon;Expédié
O040129;2024-12-14;P00729;10;Marseille;Livré
O040130;2024-03-30;P00759;3;Marseille;Livré
O040131;2024-02-17;P00070;10;Paris;Expédié
O040132;2024-02-20;P00373;10;Marseille;Expédié
O040133;2024-02-10;P00002;10;Lyon;Livré
O040134;2024-12-02;P00435;8;Marseille;Livré
O040135;2024-12-14;P00193;10;Marseille;Livré
O040136;2024-05-28;P00839;1;Marseille;Livré
O040137;2024-03-10;P00890;2;Marseille;Livré
O040139;2024-10-03;P00521;1;Paris;Livré
O040140;2024-02-22;P00859;8;Lyon;Livré
O040141;2024-01-10;P00691;1;Paris;Expédié
O040142;2024-02-18;P00865;1;Marseille;Livré
O040144;2024-10-28;P00613;10;Paris;Livré
O040145;2024-11-15;P00503;5;Paris;Livré
O040146;2024-11-15;P00658;10;Paris;Livré
O040147;2024-12-03;P00035;1;Marseille;Expédié
O040148;2024-08-03;P00014;2;Lyon;Livré
O040150;2024-12-07;P00957;2;Lyon;Livré
O040151;2024-09-18;P00011;1;Lyon;Expédié
O040152;2024-12-24;P00047;2;Marseille;Livré
O040153;2024-09-05;P00362;2;Lyon;Expédié
O040154;2024-11-30;P00149;1;Paris;Livré
O040155;2024-02-28;P00906;3;Paris;Livré
O040156;2024-01-30;P00037;2;Paris;Expédié
O040157;2024-01-31;P00803;1;Paris;Livré
O040158;2024-11-28;P00252;5;Lyon;Livré
O040159;2024-12-03;P00767;8;Paris;Expédié
O040161;2024-09-17;P00942;10;Lyon;Livré
O040162;2024-01-17;P00631;3;Marseille;Expédié
O040163;2024-01-28;P00240;15;Marseille;Expédié
O040164;2024-10-01;P00252;12;Paris;Livré
O040165;2024-03-18;P00612;3;Paris;Livré
O040166;2024-11-01;P00510;2;Paris;Livré
O040168;2024-04-01;P00742;1;Lyon;Livré
O040169;2024-10-18;P00032;5;Lyon;Livré
O040170;2024-09-10;P00477;3;Paris;Expédié
O040172;2024-12-02;P00099;12;Lyon;Livré
O040173;2024-11-01;P00865;3;Marseille;Livré
O040174;2024-12-26;P00258;20;Lyon;Livré
O040175;2024-04-13;P00400;10;Marseille;Expédié
O040176;2024-02-26;P00079;15;Paris;Livré
O040177;2024-08-03;P00678;2;Lyon;Livré
